identity_key,reading_type,reading_name,source_label,display_ref,canonical_mt_ref,canonical_lxx_ref,source_convention,canonicalization_confidence,canonicalization_note,spans_json
rid_751349005e100c368a1f,scripture,,Ps 65:4-5,Ps 65:4-5 (LXX Ps 64:4-5),Ps 65:4-5,Ps 64:4-5,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 64:4-5"", ""canonical_mt_ref"": ""Ps 65:4-5"", ""chapter_end"": 65, ""chapter_start"": 65, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 65:4-5"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 5, ""verse_start"": 4}]"
rid_53ab2762b02ee21ea603,scripture,,Ps 65:6,Ps 65:6 (LXX Ps 64:6),Ps 65:6,Ps 64:6,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 64:6"", ""canonical_mt_ref"": ""Ps 65:6"", ""chapter_end"": 65, ""chapter_start"": 65, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 65:6"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 6, ""verse_start"": 6}]"
rid_a088f876c50bcdc063d9,scripture,,Ps 65:9,Ps 65:9 (LXX Ps 64:9),Ps 65:9,Ps 64:9,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 64:9"", ""canonical_mt_ref"": ""Ps 65:9"", ""chapter_end"": 65, ""chapter_start"": 65, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 65:9"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 9, ""verse_start"": 9}]"
rid_a4678cb28c7f9b4efc95,scripture,,Ps 65:9-10,Ps 65:9-10 (LXX Ps 64:9-10),Ps 65:9-10,Ps 64:9-10,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 64:9-10"", ""canonical_mt_ref"": ""Ps 65:9-10"", ""chapter_end"": 65, ""chapter_start"": 65, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 65:9-10"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 10, ""verse_start"": 9}]"
rid_7a17587d8c00302c50ac,scripture,,Ps 66:1,Ps 66:1 (LXX Ps 65:1),Ps 66:1,Ps 65:1,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 65:1"", ""canonical_mt_ref"": ""Ps 66:1"", ""chapter_end"": 66, ""chapter_start"": 66, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 66:1"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 1, ""verse_start"": 1}]"
rid_52816e6efde456309de6,scripture,,Ps 66:1-2,Ps 66:1-2 (LXX Ps 65:1-2),Ps 66:1-2,Ps 65:1-2,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 65:1-2"", ""canonical_mt_ref"": ""Ps 66:1-2"", ""chapter_end"": 66, ""chapter_start"": 66, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 66:1-2"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 2, ""verse_start"": 1}]"
rid_f85eb44289ccf4a5c173,scripture,,"Ps 66:1-2,66:4","Ps 66:1-2,66:4 (LXX Ps 65:1-2; Ps 65:4)","Ps 66:1-2,66:4",Ps 65:1-2; Ps 65:4,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 65:1-2; Ps 65:4"", ""canonical_mt_ref"": ""Ps 66:1-2,66:4"", ""chapter_end"": 66, ""chapter_start"": 66, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 66:1-2,66:4"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 2, ""verse_start"": 1}, {""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 65:1-2; Ps 65:4"", ""canonical_mt_ref"": ""Ps 66:1-2,66:4"", ""chapter_end"": 66, ""chapter_start"": 66, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 66:1-2,66:4"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 4, ""verse_start"": 4}]"
rid_c3786ce0e52c7b26c474,scripture,,Ps 66:12,Ps 66:12 (LXX Ps 65:12),Ps 66:12,Ps 65:12,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 65:12"", ""canonical_mt_ref"": ""Ps 66:12"", ""chapter_end"": 66, ""chapter_start"": 66, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 66:12"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 12, ""verse_start"": 12}]"
rid_ed96f35f8fffd621e6e6,scripture,,Ps 66:12-14,Ps 66:12-14 (LXX Ps 65:12-14),Ps 66:12-14,Ps 65:12-14,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 65:12-14"", ""canonical_mt_ref"": ""Ps 66:12-14"", ""chapter_end"": 66, ""chapter_start"": 66, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 66:12-14"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 14, ""verse_start"": 12}]"
rid_48ad7781dc80f8cb404b,scripture,,Ps 66:13-15,Ps 66:13-15 (LXX Ps 65:13-15),Ps 66:13-15,Ps 65:13-15,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 65:13-15"", ""canonical_mt_ref"": ""Ps 66:13-15"", ""chapter_end"": 66, ""chapter_start"": 66, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 66:13-15"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 15, ""verse_start"": 13}]"
rid_e61672d01247ed9dfbe6,scripture,,Ps 66:2,Ps 66:2 (LXX Ps 65:2),Ps 66:2,Ps 65:2,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 65:2"", ""canonical_mt_ref"": ""Ps 66:2"", ""chapter_end"": 66, ""chapter_start"": 66, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 66:2"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 2, ""verse_start"": 2}]"
rid_17ce8426ddb4f43e5199,scripture,,Ps 66:4,Ps 66:4 (LXX Ps 65:4),Ps 66:4,Ps 65:4,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 65:4"", ""canonical_mt_ref"": ""Ps 66:4"", ""chapter_end"": 66, ""chapter_start"": 66, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 66:4"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 4, ""verse_start"": 4}]"
rid_686f3b2e579b35c6d031,scripture,,Ps 66:5-6,Ps 66:5-6 (LXX Ps 65:5-6),Ps 66:5-6,Ps 65:5-6,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 65:5-6"", ""canonical_mt_ref"": ""Ps 66:5-6"", ""chapter_end"": 66, ""chapter_start"": 66, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 66:5-6"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 6, ""verse_start"": 5}]"
rid_abcb2858668a73a2c76a,scripture,,Ps 66:6,Ps 66:6 (LXX Ps 65:6),Ps 66:6,Ps 65:6,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 65:6"", ""canonical_mt_ref"": ""Ps 66:6"", ""chapter_end"": 66, ""chapter_start"": 66, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 66:6"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 6, ""verse_start"": 6}]"
rid_b556716fcfebe827e7c2,scripture,,Ps 66:8,Ps 66:8 (LXX Ps 65:8),Ps 66:8,Ps 65:8,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 65:8"", ""canonical_mt_ref"": ""Ps 66:8"", ""chapter_end"": 66, ""chapter_start"": 66, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 66:8"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 8, ""verse_start"": 8}]"
rid_8c574eedcebcfc5f286d,scripture,,Ps 67,Ps 67 (LXX Ps 66),Ps 67,Ps 66,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 66"", ""canonical_mt_ref"": ""Ps 67"", ""chapter_end"": 67, ""chapter_start"": 67, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 67"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": null, ""verse_start"": null}]"
rid_91af1b173d8910ff0cfa,scripture,,Ps 67:1,Ps 67:1 (LXX Ps 66:1),Ps 67:1,Ps 66:1,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 66:1"", ""canonical_mt_ref"": ""Ps 67:1"", ""chapter_end"": 67, ""chapter_start"": 67, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 67:1"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 1, ""verse_start"": 1}]"
rid_81cba7b21c32ead6b938,scripture,,Ps 67:1-2,Ps 67:1-2 (LXX Ps 66:1-2),Ps 67:1-2,Ps 66:1-2,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 66:1-2"", ""canonical_mt_ref"": ""Ps 67:1-2"", ""chapter_end"": 67, ""chapter_start"": 67, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 67:1-2"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 2, ""verse_start"": 1}]"
rid_94957ba506685983c5d4,scripture,,Ps 67:3-4,Ps 67:3-4 (LXX Ps 66:3-4),Ps 67:3-4,Ps 66:3-4,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 66:3-4"", ""canonical_mt_ref"": ""Ps 67:3-4"", ""chapter_end"": 67, ""chapter_start"": 67, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 67:3-4"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 4, ""verse_start"": 3}]"
rid_573fae1fc7f169bacf59,scripture,,Ps 67:5,Ps 67:5 (LXX Ps 66:5),Ps 67:5,Ps 66:5,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 66:5"", ""canonical_mt_ref"": ""Ps 67:5"", ""chapter_end"": 67, ""chapter_start"": 67, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 67:5"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 5, ""verse_start"": 5}]"
rid_3433e71542d75009e7f6,scripture,,Ps 67:5-7,Ps 67:5-7 (LXX Ps 66:5-7),Ps 67:5-7,Ps 66:5-7,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 66:5-7"", ""canonical_mt_ref"": ""Ps 67:5-7"", ""chapter_end"": 67, ""chapter_start"": 67, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 67:5-7"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 7, ""verse_start"": 5}]"
rid_5e859d43bb402fdfd932,scripture,,Ps 67:6,Ps 67:6 (LXX Ps 66:6),Ps 67:6,Ps 66:6,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 66:6"", ""canonical_mt_ref"": ""Ps 67:6"", ""chapter_end"": 67, ""chapter_start"": 67, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 67:6"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 6, ""verse_start"": 6}]"
rid_23ce3573344151c21c0b,scripture,,Ps 67:6-7,Ps 67:6-7 (LXX Ps 66:6-7),Ps 67:6-7,Ps 66:6-7,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 66:6-7"", ""canonical_mt_ref"": ""Ps 67:6-7"", ""chapter_end"": 67, ""chapter_start"": 67, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 67:6-7"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 7, ""verse_start"": 6}]"
rid_e51386e20fb8dc280727,scripture,,Ps 67:7,Ps 67:7 (LXX Ps 66:7),Ps 67:7,Ps 66:7,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 66:7"", ""canonical_mt_ref"": ""Ps 67:7"", ""chapter_end"": 67, ""chapter_start"": 67, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 67:7"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 7, ""verse_start"": 7}]"
rid_13c299dc39a55b6388b2,scripture,,Ps 68:11,Ps 68:11 (LXX Ps 67:11),Ps 68:11,Ps 67:11,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 67:11"", ""canonical_mt_ref"": ""Ps 68:11"", ""chapter_end"": 68, ""chapter_start"": 68, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 68:11"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 11, ""verse_start"": 11}]"
rid_b9b9cb361527dd086511,scripture,,"Ps 68:11,68:35","Ps 68:11,68:35 (LXX Ps 67:11; Ps 67:35)","Ps 68:11,68:35",Ps 67:11; Ps 67:35,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 67:11; Ps 67:35"", ""canonical_mt_ref"": ""Ps 68:11,68:35"", ""chapter_end"": 68, ""chapter_start"": 68, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 68:11,68:35"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 11, ""verse_start"": 11}, {""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 67:11; Ps 67:35"", ""canonical_mt_ref"": ""Ps 68:11,68:35"", ""chapter_end"": 68, ""chapter_start"": 68, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 68:11,68:35"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 35, ""verse_start"": 35}]"
rid_bdec7ef69068c5a78049,scripture,,Ps 68:11-12,Ps 68:11-12 (LXX Ps 67:11-12),Ps 68:11-12,Ps 67:11-12,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 67:11-12"", ""canonical_mt_ref"": ""Ps 68:11-12"", ""chapter_end"": 68, ""chapter_start"": 68, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 68:11-12"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 12, ""verse_start"": 11}]"
rid_c4a62271dccc69cf2945,scripture,,Ps 68:16,Ps 68:16 (LXX Ps 67:16),Ps 68:16,Ps 67:16,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 67:16"", ""canonical_mt_ref"": ""Ps 68:16"", ""chapter_end"": 68, ""chapter_start"": 68, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 68:16"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 16, ""verse_start"": 16}]"
rid_d4f7c257297a5c996839,scripture,,Ps 68:17,Ps 68:17 (LXX Ps 67:17),Ps 68:17,Ps 67:17,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 67:17"", ""canonical_mt_ref"": ""Ps 68:17"", ""chapter_end"": 68, ""chapter_start"": 68, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 68:17"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 17, ""verse_start"": 17}]"
rid_a344e9f5157e4e7c5dcc,scripture,,Ps 68:18-19,Ps 68:18-19 (LXX Ps 67:18-19),Ps 68:18-19,Ps 67:18-19,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 67:18-19"", ""canonical_mt_ref"": ""Ps 68:18-19"", ""chapter_end"": 68, ""chapter_start"": 68, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 68:18-19"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 19, ""verse_start"": 18}]"
rid_c0aaad4da600a84900f3,scripture,,Ps 68:19,Ps 68:19 (LXX Ps 67:19),Ps 68:19,Ps 67:19,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 67:19"", ""canonical_mt_ref"": ""Ps 68:19"", ""chapter_end"": 68, ""chapter_start"": 68, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 68:19"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 19, ""verse_start"": 19}]"
rid_8c93aa480c34163724ae,scripture,,"Ps 68:19,68:35","Ps 68:19,68:35 (LXX Ps 67:19; Ps 67:35)","Ps 68:19,68:35",Ps 67:19; Ps 67:35,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 67:19; Ps 67:35"", ""canonical_mt_ref"": ""Ps 68:19,68:35"", ""chapter_end"": 68, ""chapter_start"": 68, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 68:19,68:35"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 19, ""verse_start"": 19}, {""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 67:19; Ps 67:35"", ""canonical_mt_ref"": ""Ps 68:19,68:35"", ""chapter_end"": 68, ""chapter_start"": 68, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 68:19,68:35"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 35, ""verse_start"": 35}]"
rid_a4245be46930b4fccb8b,scripture,,Ps 68:21,Ps 68:21 (LXX Ps 67:21),Ps 68:21,Ps 67:21,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 67:21"", ""canonical_mt_ref"": ""Ps 68:21"", ""chapter_end"": 68, ""chapter_start"": 68, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 68:21"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 21, ""verse_start"": 21}]"
rid_7dec4783851465632bbb,scripture,,Ps 68:24,Ps 68:24 (LXX Ps 67:24),Ps 68:24,Ps 67:24,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 67:24"", ""canonical_mt_ref"": ""Ps 68:24"", ""chapter_end"": 68, ""chapter_start"": 68, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 68:24"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 24, ""verse_start"": 24}]"
rid_d3820f600dd66be5bd45,scripture,,Ps 68:25,Ps 68:25 (LXX Ps 67:25),Ps 68:25,Ps 67:25,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 67:25"", ""canonical_mt_ref"": ""Ps 68:25"", ""chapter_end"": 68, ""chapter_start"": 68, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 68:25"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 25, ""verse_start"": 25}]"
rid_8df9b6b1be458327847a,scripture,,Ps 68:25-26,Ps 68:25-26 (LXX Ps 67:25-26),Ps 68:25-26,Ps 67:25-26,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 67:25-26"", ""canonical_mt_ref"": ""Ps 68:25-26"", ""chapter_end"": 68, ""chapter_start"": 68, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 68:25-26"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 26, ""verse_start"": 25}]"
rid_0242db1979b9e8ba81b1,scripture,,Ps 68:26,Ps 68:26 (LXX Ps 67:26),Ps 68:26,Ps 67:26,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 67:26"", ""canonical_mt_ref"": ""Ps 68:26"", ""chapter_end"": 68, ""chapter_start"": 68, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 68:26"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 26, ""verse_start"": 26}]"
rid_e75433a9a434d898e8c7,scripture,,Ps 68:27,Ps 68:27 (LXX Ps 67:27),Ps 68:27,Ps 67:27,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 67:27"", ""canonical_mt_ref"": ""Ps 68:27"", ""chapter_end"": 68, ""chapter_start"": 68, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 68:27"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 27, ""verse_start"": 27}]"
rid_d40f34c12ca646bcd302,scripture,,Ps 68:3,Ps 68:3 (LXX Ps 67:3),Ps 68:3,Ps 67:3,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 67:3"", ""canonical_mt_ref"": ""Ps 68:3"", ""chapter_end"": 68, ""chapter_start"": 68, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 68:3"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 3, ""verse_start"": 3}]"
rid_a9ef86f7bdd0a8519fa6,scripture,,Ps 68:32-33,Ps 68:32-33 (LXX Ps 67:32-33),Ps 68:32-33,Ps 67:32-33,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 67:32-33"", ""canonical_mt_ref"": ""Ps 68:32-33"", ""chapter_end"": 68, ""chapter_start"": 68, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 68:32-33"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 33, ""verse_start"": 32}]"
rid_a210e362f69e0fc13c6c,scripture,,Ps 68:32-34,Ps 68:32-34 (LXX Ps 67:32-34),Ps 68:32-34,Ps 67:32-34,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 67:32-34"", ""canonical_mt_ref"": ""Ps 68:32-34"", ""chapter_end"": 68, ""chapter_start"": 68, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 68:32-34"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 34, ""verse_start"": 32}]"
rid_d8ced3aa3d7f74be44bd,scripture,,Ps 68:35,Ps 68:35 (LXX Ps 67:35),Ps 68:35,Ps 67:35,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 67:35"", ""canonical_mt_ref"": ""Ps 68:35"", ""chapter_end"": 68, ""chapter_start"": 68, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 68:35"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 35, ""verse_start"": 35}]"
rid_56e8ef59b1fab0208419,scripture,,Ps 68:65,Ps 68:65 (LXX Ps 67:65),Ps 68:65,Ps 67:65,mt_nkjv,medium,chapter_mapped_verse_offset_not_guessed,"[{""book"": ""Ps"", ""canonical_lxx_ref"": ""Ps 67:65"", ""canonical_mt_ref"": ""Ps 68:65"", ""chapter_end"": 68, ""chapter_start"": 68, ""confidence"": ""medium"", ""source_convention"": ""mt_nkjv"", ""source_ref"": ""Ps 68:65"", ""validation_basis"": ""chapter_mapped_verse_offset_not_guessed"", ""verse_end"": 65, ""verse_start"": 65}]"
