identity_key,reading_type,reading_name,source_label,display_ref,canonical_mt_ref,canonical_lxx_ref,source_convention,canonicalization_confidence,canonicalization_note,spans_json
rid_c31cd01a2624fa13620d,scripture,,1Chr 29:10-13,1Chr 29:10-13,1Chr 29:10-13,1Chr 29:10-13,modern_english_reference,high,,"[{""book"": ""1Chr"", ""canonical_lxx_ref"": ""1Chr 29:10-13"", ""canonical_mt_ref"": ""1Chr 29:10-13"", ""chapter_end"": 29, ""chapter_start"": 29, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Chr 29:10-13"", ""validation_basis"": """", ""verse_end"": 13, ""verse_start"": 10}]"
rid_f72fd6622211f0669570,scripture,,1Cor 10:1-13,1Cor 10:1-13,1Cor 10:1-13,1Cor 10:1-13,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 10:1-13"", ""canonical_mt_ref"": ""1Cor 10:1-13"", ""chapter_end"": 10, ""chapter_start"": 10, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 10:1-13"", ""validation_basis"": """", ""verse_end"": 13, ""verse_start"": 1}]"
rid_f3ad0137d2cc8b9a757c,scripture,,1Cor 10:14-11:1,1Cor 10:14-11:1,1Cor 10:14-11:1,1Cor 10:14-11:1,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 10:14-11:1"", ""canonical_mt_ref"": ""1Cor 10:14-11:1"", ""chapter_end"": 11, ""chapter_start"": 10, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 10:14-11:1"", ""validation_basis"": """", ""verse_end"": 1, ""verse_start"": 14}]"
rid_5a50638a444324892993,scripture,,1Cor 10:14-33,1Cor 10:14-33,1Cor 10:14-33,1Cor 10:14-33,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 10:14-33"", ""canonical_mt_ref"": ""1Cor 10:14-33"", ""chapter_end"": 10, ""chapter_start"": 10, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 10:14-33"", ""validation_basis"": """", ""verse_end"": 33, ""verse_start"": 14}]"
rid_4e11f77bd111d515b22e,scripture,,1Cor 10:25-11:1,1Cor 10:25-11:1,1Cor 10:25-11:1,1Cor 10:25-11:1,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 10:25-11:1"", ""canonical_mt_ref"": ""1Cor 10:25-11:1"", ""chapter_end"": 11, ""chapter_start"": 10, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 10:25-11:1"", ""validation_basis"": """", ""verse_end"": 1, ""verse_start"": 25}]"
rid_d5c6b4ed8367a4bcb035,scripture,,1Cor 10:25-32,1Cor 10:25-32,1Cor 10:25-32,1Cor 10:25-32,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 10:25-32"", ""canonical_mt_ref"": ""1Cor 10:25-32"", ""chapter_end"": 10, ""chapter_start"": 10, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 10:25-32"", ""validation_basis"": """", ""verse_end"": 32, ""verse_start"": 25}]"
rid_ba68661deadf64018e16,scripture,,1Cor 11:1,1Cor 11:1,1Cor 11:1,1Cor 11:1,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 11:1"", ""canonical_mt_ref"": ""1Cor 11:1"", ""chapter_end"": 11, ""chapter_start"": 11, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 11:1"", ""validation_basis"": """", ""verse_end"": 1, ""verse_start"": 1}]"
rid_c3d717a36e1c02bc8675,scripture,,1Cor 11:2-16,1Cor 11:2-16,1Cor 11:2-16,1Cor 11:2-16,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 11:2-16"", ""canonical_mt_ref"": ""1Cor 11:2-16"", ""chapter_end"": 11, ""chapter_start"": 11, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 11:2-16"", ""validation_basis"": """", ""verse_end"": 16, ""verse_start"": 2}]"
rid_050475f781f932c674c6,scripture,,1Cor 11:23-34,1Cor 11:23-34,1Cor 11:23-34,1Cor 11:23-34,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 11:23-34"", ""canonical_mt_ref"": ""1Cor 11:23-34"", ""chapter_end"": 11, ""chapter_start"": 11, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 11:23-34"", ""validation_basis"": """", ""verse_end"": 34, ""verse_start"": 23}]"
rid_5fa4e81d52e23be6f2b5,scripture,,1Cor 12:1-31,1Cor 12:1-31,1Cor 12:1-31,1Cor 12:1-31,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 12:1-31"", ""canonical_mt_ref"": ""1Cor 12:1-31"", ""chapter_end"": 12, ""chapter_start"": 12, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 12:1-31"", ""validation_basis"": """", ""verse_end"": 31, ""verse_start"": 1}]"
rid_f2d4b37700ebd0305b6f,scripture,,1Cor 12:28-13:8,1Cor 12:28-13:8,1Cor 12:28-13:8,1Cor 12:28-13:8,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 12:28-13:8"", ""canonical_mt_ref"": ""1Cor 12:28-13:8"", ""chapter_end"": 13, ""chapter_start"": 12, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 12:28-13:8"", ""validation_basis"": """", ""verse_end"": 8, ""verse_start"": 28}]"
rid_8213ac1cca66b6f6ddfb,scripture,,1Cor 12:28-31,1Cor 12:28-31,1Cor 12:28-31,1Cor 12:28-31,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 12:28-31"", ""canonical_mt_ref"": ""1Cor 12:28-31"", ""chapter_end"": 12, ""chapter_start"": 12, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 12:28-31"", ""validation_basis"": """", ""verse_end"": 31, ""verse_start"": 28}]"
rid_657ca0718814bb870b2b,scripture,,1Cor 12:31,1Cor 12:31,1Cor 12:31,1Cor 12:31,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 12:31"", ""canonical_mt_ref"": ""1Cor 12:31"", ""chapter_end"": 12, ""chapter_start"": 12, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 12:31"", ""validation_basis"": """", ""verse_end"": 31, ""verse_start"": 31}]"
rid_7d326b9e0ee3d70dd193,scripture,,1Cor 12:31-14:1,1Cor 12:31-14:1,1Cor 12:31-14:1,1Cor 12:31-14:1,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 12:31-14:1"", ""canonical_mt_ref"": ""1Cor 12:31-14:1"", ""chapter_end"": 14, ""chapter_start"": 12, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 12:31-14:1"", ""validation_basis"": """", ""verse_end"": 1, ""verse_start"": 31}]"
rid_b95773cfc79913d81f5c,scripture,,1Cor 12:31-14:4,1Cor 12:31-14:4,1Cor 12:31-14:4,1Cor 12:31-14:4,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 12:31-14:4"", ""canonical_mt_ref"": ""1Cor 12:31-14:4"", ""chapter_end"": 14, ""chapter_start"": 12, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 12:31-14:4"", ""validation_basis"": """", ""verse_end"": 4, ""verse_start"": 31}]"
rid_c2cb4f70461f4e0c7e56,scripture,,1Cor 13:1-12,1Cor 13:1-12,1Cor 13:1-12,1Cor 13:1-12,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 13:1-12"", ""canonical_mt_ref"": ""1Cor 13:1-12"", ""chapter_end"": 13, ""chapter_start"": 13, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 13:1-12"", ""validation_basis"": """", ""verse_end"": 12, ""verse_start"": 1}]"
rid_bc9bf43f3795d2c1c256,scripture,,1Cor 13:1-13,1Cor 13:1-13,1Cor 13:1-13,1Cor 13:1-13,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 13:1-13"", ""canonical_mt_ref"": ""1Cor 13:1-13"", ""chapter_end"": 13, ""chapter_start"": 13, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 13:1-13"", ""validation_basis"": """", ""verse_end"": 13, ""verse_start"": 1}]"
rid_ef7788ec8f9722572282,scripture,,1Cor 13:11-13,1Cor 13:11-13,1Cor 13:11-13,1Cor 13:11-13,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 13:11-13"", ""canonical_mt_ref"": ""1Cor 13:11-13"", ""chapter_end"": 13, ""chapter_start"": 13, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 13:11-13"", ""validation_basis"": """", ""verse_end"": 13, ""verse_start"": 11}]"
rid_4a1a20a9746147f21b9c,scripture,,1Cor 13:11-14:4,1Cor 13:11-14:4,1Cor 13:11-14:4,1Cor 13:11-14:4,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 13:11-14:4"", ""canonical_mt_ref"": ""1Cor 13:11-14:4"", ""chapter_end"": 14, ""chapter_start"": 13, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 13:11-14:4"", ""validation_basis"": """", ""verse_end"": 4, ""verse_start"": 11}]"
rid_1e69c4e36860c6ab7a52,scripture,,1Cor 13:13-14:17,1Cor 13:13-14:17,1Cor 13:13-14:17,1Cor 13:13-14:17,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 13:13-14:17"", ""canonical_mt_ref"": ""1Cor 13:13-14:17"", ""chapter_end"": 14, ""chapter_start"": 13, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 13:13-14:17"", ""validation_basis"": """", ""verse_end"": 17, ""verse_start"": 13}]"
rid_a5863c59d0537664e6c2,scripture,,1Cor 14:1,1Cor 14:1,1Cor 14:1,1Cor 14:1,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 14:1"", ""canonical_mt_ref"": ""1Cor 14:1"", ""chapter_end"": 14, ""chapter_start"": 14, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 14:1"", ""validation_basis"": """", ""verse_end"": 1, ""verse_start"": 1}]"
rid_562685130a71f3ea6163,scripture,,1Cor 14:1-4,1Cor 14:1-4,1Cor 14:1-4,1Cor 14:1-4,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 14:1-4"", ""canonical_mt_ref"": ""1Cor 14:1-4"", ""chapter_end"": 14, ""chapter_start"": 14, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 14:1-4"", ""validation_basis"": """", ""verse_end"": 4, ""verse_start"": 1}]"
rid_8912b338be418f50c3ed,scripture,,1Cor 14:12-17,1Cor 14:12-17,1Cor 14:12-17,1Cor 14:12-17,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 14:12-17"", ""canonical_mt_ref"": ""1Cor 14:12-17"", ""chapter_end"": 14, ""chapter_start"": 14, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 14:12-17"", ""validation_basis"": """", ""verse_end"": 17, ""verse_start"": 12}]"
rid_88900cd8f9e3ee22a25a,scripture,,1Cor 14:18-25,1Cor 14:18-25,1Cor 14:18-25,1Cor 14:18-25,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 14:18-25"", ""canonical_mt_ref"": ""1Cor 14:18-25"", ""chapter_end"": 14, ""chapter_start"": 14, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 14:18-25"", ""validation_basis"": """", ""verse_end"": 25, ""verse_start"": 18}]"
rid_6a9410f6d9c360b425e5,scripture,,1Cor 14:18-28,1Cor 14:18-28,1Cor 14:18-28,1Cor 14:18-28,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 14:18-28"", ""canonical_mt_ref"": ""1Cor 14:18-28"", ""chapter_end"": 14, ""chapter_start"": 14, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 14:18-28"", ""validation_basis"": """", ""verse_end"": 28, ""verse_start"": 18}]"
rid_ce47e31e4d0fa95fb300,scripture,,1Cor 14:18-33,1Cor 14:18-33,1Cor 14:18-33,1Cor 14:18-33,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 14:18-33"", ""canonical_mt_ref"": ""1Cor 14:18-33"", ""chapter_end"": 14, ""chapter_start"": 14, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 14:18-33"", ""validation_basis"": """", ""verse_end"": 33, ""verse_start"": 18}]"
rid_50539ad2fbcd0ae35fe5,scripture,,1Cor 14:18-40,1Cor 14:18-40,1Cor 14:18-40,1Cor 14:18-40,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 14:18-40"", ""canonical_mt_ref"": ""1Cor 14:18-40"", ""chapter_end"": 14, ""chapter_start"": 14, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 14:18-40"", ""validation_basis"": """", ""verse_end"": 40, ""verse_start"": 18}]"
rid_62e55b71e4923a37c013,scripture,,1Cor 14:5-11,1Cor 14:5-11,1Cor 14:5-11,1Cor 14:5-11,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 14:5-11"", ""canonical_mt_ref"": ""1Cor 14:5-11"", ""chapter_end"": 14, ""chapter_start"": 14, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 14:5-11"", ""validation_basis"": """", ""verse_end"": 11, ""verse_start"": 5}]"
rid_0fabf79268fbc6a8f389,scripture,,1Cor 14:5-17,1Cor 14:5-17,1Cor 14:5-17,1Cor 14:5-17,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 14:5-17"", ""canonical_mt_ref"": ""1Cor 14:5-17"", ""chapter_end"": 14, ""chapter_start"": 14, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 14:5-17"", ""validation_basis"": """", ""verse_end"": 17, ""verse_start"": 5}]"
rid_510ef64cea70eb604bf0,scripture,,1Cor 15:1-22,1Cor 15:1-22,1Cor 15:1-22,1Cor 15:1-22,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 15:1-22"", ""canonical_mt_ref"": ""1Cor 15:1-22"", ""chapter_end"": 15, ""chapter_start"": 15, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 15:1-22"", ""validation_basis"": """", ""verse_end"": 22, ""verse_start"": 1}]"
rid_f4849efdaf2a771b63bb,scripture,,1Cor 15:1-23,1Cor 15:1-23,1Cor 15:1-23,1Cor 15:1-23,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 15:1-23"", ""canonical_mt_ref"": ""1Cor 15:1-23"", ""chapter_end"": 15, ""chapter_start"": 15, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 15:1-23"", ""validation_basis"": """", ""verse_end"": 23, ""verse_start"": 1}]"
rid_654ca9e2542635d77575,scripture,,1Cor 15:1-27,1Cor 15:1-27,1Cor 15:1-27,1Cor 15:1-27,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 15:1-27"", ""canonical_mt_ref"": ""1Cor 15:1-27"", ""chapter_end"": 15, ""chapter_start"": 15, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 15:1-27"", ""validation_basis"": """", ""verse_end"": 27, ""verse_start"": 1}]"
rid_b5376eb8e7fff035261d,scripture,,1Cor 15:23-49,1Cor 15:23-49,1Cor 15:23-49,1Cor 15:23-49,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 15:23-49"", ""canonical_mt_ref"": ""1Cor 15:23-49"", ""chapter_end"": 15, ""chapter_start"": 15, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 15:23-49"", ""validation_basis"": """", ""verse_end"": 49, ""verse_start"": 23}]"
rid_0a2357fd9efb6dbd9e7e,scripture,,1Cor 15:39-49,1Cor 15:39-49,1Cor 15:39-49,1Cor 15:39-49,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 15:39-49"", ""canonical_mt_ref"": ""1Cor 15:39-49"", ""chapter_end"": 15, ""chapter_start"": 15, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 15:39-49"", ""validation_basis"": """", ""verse_end"": 49, ""verse_start"": 39}]"
rid_f4a57c595ed485c766ce,scripture,,1Cor 15:50-58,1Cor 15:50-58,1Cor 15:50-58,1Cor 15:50-58,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 15:50-58"", ""canonical_mt_ref"": ""1Cor 15:50-58"", ""chapter_end"": 15, ""chapter_start"": 15, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 15:50-58"", ""validation_basis"": """", ""verse_end"": 58, ""verse_start"": 50}]"
rid_9c927e9afe30d7a8741e,scripture,,1Cor 15:57-16,1Cor 15:57-16,1Cor 15:57-16,1Cor 15:57-16,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 15:57-16"", ""canonical_mt_ref"": ""1Cor 15:57-16"", ""chapter_end"": 15, ""chapter_start"": 15, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 15:57-16"", ""validation_basis"": """", ""verse_end"": 16, ""verse_start"": 57}]"
rid_ca7f7d462f90bd19a5b4,scripture,,1Cor 15:57-16:8,1Cor 15:57-16:8,1Cor 15:57-16:8,1Cor 15:57-16:8,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 15:57-16:8"", ""canonical_mt_ref"": ""1Cor 15:57-16:8"", ""chapter_end"": 16, ""chapter_start"": 15, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 15:57-16:8"", ""validation_basis"": """", ""verse_end"": 8, ""verse_start"": 57}]"
rid_b00f5051d7b98f2cd736,scripture,,1Cor 16:12-23,1Cor 16:12-23,1Cor 16:12-23,1Cor 16:12-23,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 16:12-23"", ""canonical_mt_ref"": ""1Cor 16:12-23"", ""chapter_end"": 16, ""chapter_start"": 16, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 16:12-23"", ""validation_basis"": """", ""verse_end"": 23, ""verse_start"": 12}]"
rid_b26f6d285b33240934a2,scripture,,1Cor 16:12-24,1Cor 16:12-24,1Cor 16:12-24,1Cor 16:12-24,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 16:12-24"", ""canonical_mt_ref"": ""1Cor 16:12-24"", ""chapter_end"": 16, ""chapter_start"": 16, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 16:12-24"", ""validation_basis"": """", ""verse_end"": 24, ""verse_start"": 12}]"
rid_3d299c713070875f48f4,scripture,,1Cor 1:1-16,1Cor 1:1-16,1Cor 1:1-16,1Cor 1:1-16,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 1:1-16"", ""canonical_mt_ref"": ""1Cor 1:1-16"", ""chapter_end"": 1, ""chapter_start"": 1, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 1:1-16"", ""validation_basis"": """", ""verse_end"": 16, ""verse_start"": 1}]"
rid_c56c5ecd4867429784bb,scripture,,1Cor 1:1-17,1Cor 1:1-17,1Cor 1:1-17,1Cor 1:1-17,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 1:1-17"", ""canonical_mt_ref"": ""1Cor 1:1-17"", ""chapter_end"": 1, ""chapter_start"": 1, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 1:1-17"", ""validation_basis"": """", ""verse_end"": 17, ""verse_start"": 1}]"
rid_f48f7d55b9548abdea42,scripture,,1Cor 1:17-31,1Cor 1:17-31,1Cor 1:17-31,1Cor 1:17-31,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 1:17-31"", ""canonical_mt_ref"": ""1Cor 1:17-31"", ""chapter_end"": 1, ""chapter_start"": 1, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 1:17-31"", ""validation_basis"": """", ""verse_end"": 31, ""verse_start"": 17}]"
rid_65e4f9cea487eb2f68e7,scripture,,1Cor 1:23-2:5,1Cor 1:23-2:5,1Cor 1:23-2:5,1Cor 1:23-2:5,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 1:23-2:5"", ""canonical_mt_ref"": ""1Cor 1:23-2:5"", ""chapter_end"": 2, ""chapter_start"": 1, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 1:23-2:5"", ""validation_basis"": """", ""verse_end"": 5, ""verse_start"": 23}]"
rid_50a6694c3f52d0c2abca,scripture,,1Cor 2:1-16,1Cor 2:1-16,1Cor 2:1-16,1Cor 2:1-16,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 2:1-16"", ""canonical_mt_ref"": ""1Cor 2:1-16"", ""chapter_end"": 2, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 2:1-16"", ""validation_basis"": """", ""verse_end"": 16, ""verse_start"": 1}]"
rid_afb964274d93f8e283f9,scripture,,1Cor 2:1-8,1Cor 2:1-8,1Cor 2:1-8,1Cor 2:1-8,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 2:1-8"", ""canonical_mt_ref"": ""1Cor 2:1-8"", ""chapter_end"": 2, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 2:1-8"", ""validation_basis"": """", ""verse_end"": 8, ""verse_start"": 1}]"
rid_deee8e51f32e0fb0c5fe,scripture,,1Cor 2:6-16,1Cor 2:6-16,1Cor 2:6-16,1Cor 2:6-16,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 2:6-16"", ""canonical_mt_ref"": ""1Cor 2:6-16"", ""chapter_end"": 2, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 2:6-16"", ""validation_basis"": """", ""verse_end"": 16, ""verse_start"": 6}]"
rid_841929ca36fafb1704a8,scripture,,1Cor 3:1-8,1Cor 3:1-8,1Cor 3:1-8,1Cor 3:1-8,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 3:1-8"", ""canonical_mt_ref"": ""1Cor 3:1-8"", ""chapter_end"": 3, ""chapter_start"": 3, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 3:1-8"", ""validation_basis"": """", ""verse_end"": 8, ""verse_start"": 1}]"
rid_11564142c0f83b3a97d1,scripture,,1Cor 3:4-23,1Cor 3:4-23,1Cor 3:4-23,1Cor 3:4-23,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 3:4-23"", ""canonical_mt_ref"": ""1Cor 3:4-23"", ""chapter_end"": 3, ""chapter_start"": 3, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 3:4-23"", ""validation_basis"": """", ""verse_end"": 23, ""verse_start"": 4}]"
rid_4b3431c3dfa7562abb31,scripture,,1Cor 3:9-23,1Cor 3:9-23,1Cor 3:9-23,1Cor 3:9-23,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 3:9-23"", ""canonical_mt_ref"": ""1Cor 3:9-23"", ""chapter_end"": 3, ""chapter_start"": 3, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 3:9-23"", ""validation_basis"": """", ""verse_end"": 23, ""verse_start"": 9}]"
rid_a3ac9953cb7044c071bb,scripture,,1Cor 4:1-16,1Cor 4:1-16,1Cor 4:1-16,1Cor 4:1-16,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 4:1-16"", ""canonical_mt_ref"": ""1Cor 4:1-16"", ""chapter_end"": 4, ""chapter_start"": 4, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 4:1-16"", ""validation_basis"": """", ""verse_end"": 16, ""verse_start"": 1}]"
rid_5eace5c3d10681815f4c,scripture,,1Cor 4:16-5,1Cor 4:16-5,1Cor 4:16-5,1Cor 4:16-5,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 4:16-5"", ""canonical_mt_ref"": ""1Cor 4:16-5"", ""chapter_end"": 4, ""chapter_start"": 4, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 4:16-5"", ""validation_basis"": """", ""verse_end"": 5, ""verse_start"": 16}]"
rid_1b3d8af52d8d3a699434,scripture,,1Cor 4:16-5:9,1Cor 4:16-5:9,1Cor 4:16-5:9,1Cor 4:16-5:9,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 4:16-5:9"", ""canonical_mt_ref"": ""1Cor 4:16-5:9"", ""chapter_end"": 5, ""chapter_start"": 4, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 4:16-5:9"", ""validation_basis"": """", ""verse_end"": 9, ""verse_start"": 16}]"
rid_94affbabc8f2bd0a3327,scripture,,1Cor 5:11-13,1Cor 5:11-13,1Cor 5:11-13,1Cor 5:11-13,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 5:11-13"", ""canonical_mt_ref"": ""1Cor 5:11-13"", ""chapter_end"": 5, ""chapter_start"": 5, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 5:11-13"", ""validation_basis"": """", ""verse_end"": 13, ""verse_start"": 11}]"
