day_title,service_hour,identity_key,display_ref,source_count,sources,source_titles,source_editions,source_locators,bucket,statuses,removed_marker,citation,attestation_note
Great Thursday,First Hour,rid_1ff72330fa7eb181c3b0,Lk 22:7-13,1,katameros_api_sqlite,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,"out/data/pascha_day_hour_index.csv:row 93; source_ref=Ps 55:21,12; Luke 22:7-13",single_source_candidate,current_working_source_not_coptic_reader_checked,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 93; source_ref=Ps 55:21,12; Luke 22:7-13 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=93 | source_ref=Ps 55:21,12; Luke 22:7-13 | provenance=api extraction, replay using source_file and source_row_id",Single-source candidate retained with source citation. Not promoted to current Coptic Reader authority.
Great Thursday,First Hour,rid_5d8c3d9ac563f4f03e39,Exod 15:23-16:3,1,st_mary_ottawa_pascha,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 9373; source_ref=Exod 15:23-16:3,old_edition_only,historical_witness,,"source_key=st_mary_ottawa_pascha | source_title=St. Mary Ottawa Holy Pascha extracted text | source_edition=Lent 1734 A.M., 2018 A.D. eBook extracted text | source_locator=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 9373; source_ref=Exod 15:23-16:3 | source_file=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt | source_row_id=9373 | source_ref=Exod 15:23-16:3 | provenance=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:9373",Historical printed witness retained for comparison. Not current authority where Coptic Reader fixture applies.
Great Thursday,First Hour,rid_7002fcf1a7d6c8d16f97,Isa 58:1-11,1,st_mary_ottawa_pascha,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 9429; source_ref=Isa 58:1-11,old_edition_only,historical_witness,,"source_key=st_mary_ottawa_pascha | source_title=St. Mary Ottawa Holy Pascha extracted text | source_edition=Lent 1734 A.M., 2018 A.D. eBook extracted text | source_locator=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 9429; source_ref=Isa 58:1-11 | source_file=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt | source_row_id=9429 | source_ref=Isa 58:1-11 | provenance=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:9429",Historical printed witness retained for comparison. Not current authority where Coptic Reader fixture applies.
Great Thursday,First Hour,rid_7397ed77b1c667a984cd,Exod 15:22-16:3,1,katameros_api_sqlite,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 89; source_ref=Exod 15:22-16:3,single_source_candidate,current_working_source_not_coptic_reader_checked,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 89; source_ref=Exod 15:22-16:3 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=89 | source_ref=Exod 15:22-16:3 | provenance=api extraction, replay using source_file and source_row_id",Single-source candidate retained with source citation. Not promoted to current Coptic Reader authority.
Great Thursday,First Hour,rid_9397f57ff763d3a220e3,Acts 1:15-20,1,katameros_api_sqlite,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 92; source_ref=Acts 1:15-20,single_source_candidate,current_working_source_not_coptic_reader_checked,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 92; source_ref=Acts 1:15-20 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=92 | source_ref=Acts 1:15-20 | provenance=api extraction, replay using source_file and source_row_id",Single-source candidate retained with source citation. Not promoted to current Coptic Reader authority.
Great Thursday,First Hour,rid_9ecc8c399393c3ead32d,Ezek 18:20-32,1,katameros_api_sqlite,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 91; source_ref=Ezek 18:20-32,single_source_candidate,current_working_source_not_coptic_reader_checked,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 91; source_ref=Ezek 18:20-32 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=91 | source_ref=Ezek 18:20-32 | provenance=api extraction, replay using source_file and source_row_id",Single-source candidate retained with source citation. Not promoted to current Coptic Reader authority.
Great Thursday,First Hour,rid_bead7107aacfe0ce9e81,Isa 58:1-9,1,katameros_api_sqlite,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 90; source_ref=Isa 58:1-9,single_source_candidate,current_working_source_not_coptic_reader_checked,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 90; source_ref=Isa 58:1-9 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=90 | source_ref=Isa 58:1-9 | provenance=api extraction, replay using source_file and source_row_id",Single-source candidate retained with source citation. Not promoted to current Coptic Reader authority.
Great Thursday,First Hour,rid_e90c4f59ae8ab50998ee,"Ps 55:21,55:12 (LXX Ps 54:21; Ps 54:12)",1,katameros_api_sqlite,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,"out/data/pascha_day_hour_index.csv:row 93; source_ref=Ps 55:21,12; Luke 22:7-13",single_source_candidate,current_working_source_not_coptic_reader_checked,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 93; source_ref=Ps 55:21,12; Luke 22:7-13 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=93 | source_ref=Ps 55:21,12; Luke 22:7-13 | provenance=api extraction, replay using source_file and source_row_id",Single-source candidate retained with source citation. Not promoted to current Coptic Reader authority.
Great Thursday,Liturgy of Blessing of the Water,rid_0835e229a159266e1b48,Jn 13:1-17,1,st_mary_ottawa_pascha,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10973; source_ref=Jn 13:1-17,old_edition_only,historical_witness,,"source_key=st_mary_ottawa_pascha | source_title=St. Mary Ottawa Holy Pascha extracted text | source_edition=Lent 1734 A.M., 2018 A.D. eBook extracted text | source_locator=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10973; source_ref=Jn 13:1-17 | source_file=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt | source_row_id=10973 | source_ref=Jn 13:1-17 | provenance=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:10973",Historical printed witness retained for comparison. Not current authority where Coptic Reader fixture applies.
Great Thursday,Liturgy of Blessing of the Water,rid_1f622641fffc8ac04b85,Ezek 47:1-9,1,st_mary_ottawa_pascha,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10823; source_ref=Ezek 47:1-9,old_edition_only,historical_witness,,"source_key=st_mary_ottawa_pascha | source_title=St. Mary Ottawa Holy Pascha extracted text | source_edition=Lent 1734 A.M., 2018 A.D. eBook extracted text | source_locator=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10823; source_ref=Ezek 47:1-9 | source_file=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt | source_row_id=10823 | source_ref=Ezek 47:1-9 | provenance=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:10823",Historical printed witness retained for comparison. Not current authority where Coptic Reader fixture applies.
Great Thursday,Liturgy of Blessing of the Water,rid_2159320effb3da6bddcb,Isa 55:1-56:1,1,st_mary_ottawa_pascha,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10774; source_ref=Isa 55:1-56:1,old_edition_only,historical_witness,,"source_key=st_mary_ottawa_pascha | source_title=St. Mary Ottawa Holy Pascha extracted text | source_edition=Lent 1734 A.M., 2018 A.D. eBook extracted text | source_locator=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10774; source_ref=Isa 55:1-56:1 | source_file=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt | source_row_id=10774 | source_ref=Isa 55:1-56:1 | provenance=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:10774",Historical printed witness retained for comparison. Not current authority where Coptic Reader fixture applies.
Great Thursday,Liturgy of Blessing of the Water,rid_5cd67675f32c75db9167,1Tim 4:9-5:10,1,st_mary_ottawa_pascha,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10904; source_ref=1Tim 4:9-5:10,old_edition_only,historical_witness,,"source_key=st_mary_ottawa_pascha | source_title=St. Mary Ottawa Holy Pascha extracted text | source_edition=Lent 1734 A.M., 2018 A.D. eBook extracted text | source_locator=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10904; source_ref=1Tim 4:9-5:10 | source_file=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt | source_row_id=10904 | source_ref=1Tim 4:9-5:10 | provenance=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:10904",Historical printed witness retained for comparison. Not current authority where Coptic Reader fixture applies.
Great Thursday,Liturgy of Blessing of the Water,rid_8d1cd43d499e5e040ff1,Gen 18:1-23,1,katameros_api_sqlite,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 108; source_ref=Gen 18:1-23,single_source_candidate,current_working_source_not_coptic_reader_checked,,source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 108; source_ref=Gen 18:1-23 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=108 | source_ref=Gen 18:1-23 | provenance=St Mary Ottawa Holy Pascha PDF cross-check 2026-06-06,Single-source candidate retained with source citation. Not promoted to current Coptic Reader authority.
Great Thursday,Liturgy of Blessing of the Water,rid_96d87f4353e3c1832d01,"Ps 51:7,51:10 (LXX Ps 50:7; Ps 50:10)",1,st_mary_ottawa_pascha,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text","out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10949; source_ref=Ps 51:7,51:10",old_edition_only,historical_witness,,"source_key=st_mary_ottawa_pascha | source_title=St. Mary Ottawa Holy Pascha extracted text | source_edition=Lent 1734 A.M., 2018 A.D. eBook extracted text | source_locator=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10949; source_ref=Ps 51:7,51:10 | source_file=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt | source_row_id=10949 | source_ref=Ps 51:7,51:10 | provenance=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:10949",Historical printed witness retained for comparison. Not current authority where Coptic Reader fixture applies.
Great Thursday,Liturgy of Blessing of the Water,rid_c685890b74f9cd39b3d5,Ezek 36:25-29,1,st_mary_ottawa_pascha,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10802; source_ref=Ezek 36:25-29,old_edition_only,historical_witness,,"source_key=st_mary_ottawa_pascha | source_title=St. Mary Ottawa Holy Pascha extracted text | source_edition=Lent 1734 A.M., 2018 A.D. eBook extracted text | source_locator=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10802; source_ref=Ezek 36:25-29 | source_file=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt | source_row_id=10802 | source_ref=Ezek 36:25-29 | provenance=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:10802",Historical printed witness retained for comparison. Not current authority where Coptic Reader fixture applies.
Great Thursday,Liturgy of Blessing of the Water,rid_f3a1ac3a67cfbdaf1456,Isa 4:2-4,1,st_mary_ottawa_pascha,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10741; source_ref=Isa 4:2-4,old_edition_only,historical_witness,,"source_key=st_mary_ottawa_pascha | source_title=St. Mary Ottawa Holy Pascha extracted text | source_edition=Lent 1734 A.M., 2018 A.D. eBook extracted text | source_locator=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10741; source_ref=Isa 4:2-4 | source_file=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt | source_row_id=10741 | source_ref=Isa 4:2-4 | provenance=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:10741",Historical printed witness retained for comparison. Not current authority where Coptic Reader fixture applies.
Great Thursday,Liturgy of Blessing of the Water,rid_f5bab1a621383392ade1,Prov 9:1-11,1,st_mary_ottawa_pascha,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10693; source_ref=Prov 9:1-11,old_edition_only,historical_witness,,"source_key=st_mary_ottawa_pascha | source_title=St. Mary Ottawa Holy Pascha extracted text | source_edition=Lent 1734 A.M., 2018 A.D. eBook extracted text | source_locator=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10693; source_ref=Prov 9:1-11 | source_file=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt | source_row_id=10693 | source_ref=Prov 9:1-11 | provenance=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:10693",Historical printed witness retained for comparison. Not current authority where Coptic Reader fixture applies.
Great Thursday,Ninth Hour,rid_1cc3bd69010af9825fa2,Gen 22:1-19,1,katameros_api_sqlite,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 103; source_ref=Gen 22:1-19,single_source_candidate,current_working_source_not_coptic_reader_checked,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 103; source_ref=Gen 22:1-19 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=103 | source_ref=Gen 22:1-19 | provenance=api extraction, replay using source_file and source_row_id",Single-source candidate retained with source citation. Not promoted to current Coptic Reader authority.
Great Thursday,Ninth Hour,rid_70f5df2017474bb92728,Isa 61:1-7,1,katameros_api_sqlite,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 104; source_ref=Isa 61:1-7,single_source_candidate,current_working_source_not_coptic_reader_checked,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 104; source_ref=Isa 61:1-7 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=104 | source_ref=Isa 61:1-7 | provenance=api extraction, replay using source_file and source_row_id",Single-source candidate retained with source citation. Not promoted to current Coptic Reader authority.
Great Thursday,Ninth Hour,rid_9bfffc9b854f3b3e550c,Gen 14:17-20,1,katameros_api_sqlite,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 105; source_ref=Gen 14:17-20,single_source_candidate,current_working_source_not_coptic_reader_checked,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 105; source_ref=Gen 14:17-20 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=105 | source_ref=Gen 14:17-20 | provenance=api extraction, replay using source_file and source_row_id",Single-source candidate retained with source citation. Not promoted to current Coptic Reader authority.
Great Thursday,Ninth Hour,rid_a3e2c8af7f4595282adb,Matt 26:17-19,1,katameros_api_sqlite,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,"out/data/pascha_day_hour_index.csv:row 107; source_ref=Ps 23:1,2; Matt 26:17-19",single_source_candidate,current_working_source_not_coptic_reader_checked,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 107; source_ref=Ps 23:1,2; Matt 26:17-19 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=107 | source_ref=Ps 23:1,2; Matt 26:17-19 | provenance=api extraction, replay using source_file and source_row_id",Single-source candidate retained with source citation. Not promoted to current Coptic Reader authority.
Great Thursday,Ninth Hour,rid_c1d60b035931158ae984,Ps 41:5-7 (LXX Ps 40:6-8),1,st_mary_ottawa_pascha,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10446; source_ref=Ps 41:5-7,old_edition_only,historical_witness,,"source_key=st_mary_ottawa_pascha | source_title=St. Mary Ottawa Holy Pascha extracted text | source_edition=Lent 1734 A.M., 2018 A.D. eBook extracted text | source_locator=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10446; source_ref=Ps 41:5-7 | source_file=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt | source_row_id=10446 | source_ref=Ps 41:5-7 | provenance=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:10446",Historical printed witness retained for comparison. Not current authority where Coptic Reader fixture applies.
Great Thursday,Ninth Hour,rid_d6bb65708951bf104cc4,"Ps 23:1,23:2 (LXX Ps 22:1; Ps 22:2)",1,katameros_api_sqlite,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,"out/data/pascha_day_hour_index.csv:row 107; source_ref=Ps 23:1,2; Matt 26:17-19",single_source_candidate,current_working_source_not_coptic_reader_checked,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 107; source_ref=Ps 23:1,2; Matt 26:17-19 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=107 | source_ref=Ps 23:1,2; Matt 26:17-19 | provenance=api extraction, replay using source_file and source_row_id",Single-source candidate retained with source citation. Not promoted to current Coptic Reader authority.
Great Thursday,Ninth Hour,rid_e14a8c6fa7cab6a53d85,Isa 61:1-6,1,st_mary_ottawa_pascha,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10294; source_ref=Isa 61:1-6,old_edition_only,historical_witness,,"source_key=st_mary_ottawa_pascha | source_title=St. Mary Ottawa Holy Pascha extracted text | source_edition=Lent 1734 A.M., 2018 A.D. eBook extracted text | source_locator=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10294; source_ref=Isa 61:1-6 | source_file=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt | source_row_id=10294 | source_ref=Isa 61:1-6 | provenance=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:10294",Historical printed witness retained for comparison. Not current authority where Coptic Reader fixture applies.
Great Thursday,Ninth Hour,rid_ee62ed11065129a5f12c,Matt 26:3-16,1,st_mary_ottawa_pascha,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10462; source_ref=Matt 26:3-16,old_edition_only,historical_witness,,"source_key=st_mary_ottawa_pascha | source_title=St. Mary Ottawa Holy Pascha extracted text | source_edition=Lent 1734 A.M., 2018 A.D. eBook extracted text | source_locator=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10462; source_ref=Matt 26:3-16 | source_file=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt | source_row_id=10462 | source_ref=Matt 26:3-16 | provenance=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:10462",Historical printed witness retained for comparison. Not current authority where Coptic Reader fixture applies.
Great Thursday,Ninth Hour,rid_eea6aa8f3a611b69760d,Job 27:2-28:13,1,katameros_api_sqlite,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 106; source_ref=Job 27:2-28:13,single_source_candidate,current_working_source_not_coptic_reader_checked,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 106; source_ref=Job 27:2-28:13 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=106 | source_ref=Job 27:2-28:13 | provenance=api extraction, replay using source_file and source_row_id",Single-source candidate retained with source citation. Not promoted to current Coptic Reader authority.
Great Thursday,Sixth Hour,rid_1cb2d1b2c02e66478268,Jer 7:2-15,1,st_mary_ottawa_pascha,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10028; source_ref=Jer 7:2-15,old_edition_only,historical_witness,,"source_key=st_mary_ottawa_pascha | source_title=St. Mary Ottawa Holy Pascha extracted text | source_edition=Lent 1734 A.M., 2018 A.D. eBook extracted text | source_locator=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10028; source_ref=Jer 7:2-15 | source_file=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt | source_row_id=10028 | source_ref=Jer 7:2-15 | provenance=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:10028",Historical printed witness retained for comparison. Not current authority where Coptic Reader fixture applies.
Great Thursday,Sixth Hour,rid_3494c221c851bd7abef8,Ezek 20:39-44,1,katameros_api_sqlite,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 100; source_ref=Ezek 20:39-44,single_source_candidate,current_working_source_not_coptic_reader_checked,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 100; source_ref=Ezek 20:39-44 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=100 | source_ref=Ezek 20:39-44 | provenance=api extraction, replay using source_file and source_row_id",Single-source candidate retained with source citation. Not promoted to current Coptic Reader authority.
Great Thursday,Sixth Hour,rid_95b8bc94505475351957,Sir 23:7-14,1,st_mary_ottawa_pascha,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10103; source_ref=Sir 23:7-14,old_edition_only,historical_witness,,"source_key=st_mary_ottawa_pascha | source_title=St. Mary Ottawa Holy Pascha extracted text | source_edition=Lent 1734 A.M., 2018 A.D. eBook extracted text | source_locator=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10103; source_ref=Sir 23:7-14 | source_file=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt | source_row_id=10103 | source_ref=Sir 23:7-14 | provenance=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:10103",Historical printed witness retained for comparison. Not current authority where Coptic Reader fixture applies.
Great Thursday,Sixth Hour,rid_96f759a6c378438099f0,Wis 12:13-13:1,1,katameros_api_sqlite,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 101; source_ref=Wis 12:13-13:1,single_source_candidate,current_working_source_not_coptic_reader_checked,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 101; source_ref=Wis 12:13-13:1 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=101 | source_ref=Wis 12:13-13:1 | provenance=api extraction, replay using source_file and source_row_id",Single-source candidate retained with source citation. Not promoted to current Coptic Reader authority.
Great Thursday,Sixth Hour,rid_a284b3c1bdcb5a87067f,Mark 14:12-16,1,katameros_api_sqlite,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,"out/data/pascha_day_hour_index.csv:row 102; source_ref=Ps 31:18,13; Mark 14:12-16",single_source_candidate,current_working_source_not_coptic_reader_checked,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 102; source_ref=Ps 31:18,13; Mark 14:12-16 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=102 | source_ref=Ps 31:18,13; Mark 14:12-16 | provenance=api extraction, replay using source_file and source_row_id",Single-source candidate retained with source citation. Not promoted to current Coptic Reader authority.
Great Thursday,Sixth Hour,rid_c74f5af33be65e539e09,"Ps 31:18,31:13 (LXX Ps 30:18; Ps 30:13)",1,katameros_api_sqlite,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,"out/data/pascha_day_hour_index.csv:row 102; source_ref=Ps 31:18,13; Mark 14:12-16",single_source_candidate,current_working_source_not_coptic_reader_checked,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 102; source_ref=Ps 31:18,13; Mark 14:12-16 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=102 | source_ref=Ps 31:18,13; Mark 14:12-16 | provenance=api extraction, replay using source_file and source_row_id",Single-source candidate retained with source citation. Not promoted to current Coptic Reader authority.
