prayer_group,prayer_key,prayer_name,service_order,reading_type,raw_ref,display_ref,canonical_ref,matched_ref,source_title,source_url,source_page,notes,source_kind
daily_hours,first_hour,First Hour (Prime / Morning Prayer),1,psalm,Psalm 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 12; Psalm 13; Psalm 15; Psalm 16; Psalm 19; Psalm 25; Psalm 27; Psalm 63; Psalm 67; Psalm 70; Psalm 113; Psalm 143,Psalm 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 11 (12); Psalm 12 (13); Psalm 14 (15); Psalm 15 (16); Psalm 18 (19); Psalm 24 (25); Psalm 26 (27); Psalm 62 (63); Psalm 66 (67); Psalm 69 (70); Psalm 112 (113); Psalm 142 (143),Ps 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 12; Psalm 13; Psalm 15; Psalm 16; Psalm 19; Psalm 25; Psalm 27; Psalm 63; Psalm 67; Psalm 70; Psalm 113; Psalm 143,Ps 16,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,first_hour,First Hour (Prime / Morning Prayer),1,psalm,Psalm 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 12; Psalm 13; Psalm 15; Psalm 16; Psalm 19; Psalm 25; Psalm 27; Psalm 63; Psalm 67; Psalm 70; Psalm 113; Psalm 143,Psalm 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 11 (12); Psalm 12 (13); Psalm 14 (15); Psalm 15 (16); Psalm 18 (19); Psalm 24 (25); Psalm 26 (27); Psalm 62 (63); Psalm 66 (67); Psalm 69 (70); Psalm 112 (113); Psalm 142 (143),Ps 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 12; Psalm 13; Psalm 15; Psalm 16; Psalm 19; Psalm 25; Psalm 27; Psalm 63; Psalm 67; Psalm 70; Psalm 113; Psalm 143,Ps 19,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,first_hour,First Hour (Prime / Morning Prayer),1,psalm,Psalm 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 12; Psalm 13; Psalm 15; Psalm 16; Psalm 19; Psalm 25; Psalm 27; Psalm 63; Psalm 67; Psalm 70; Psalm 113; Psalm 143,Psalm 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 11 (12); Psalm 12 (13); Psalm 14 (15); Psalm 15 (16); Psalm 18 (19); Psalm 24 (25); Psalm 26 (27); Psalm 62 (63); Psalm 66 (67); Psalm 69 (70); Psalm 112 (113); Psalm 142 (143),Ps 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 12; Psalm 13; Psalm 15; Psalm 16; Psalm 19; Psalm 25; Psalm 27; Psalm 63; Psalm 67; Psalm 70; Psalm 113; Psalm 143,Ps 25,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,first_hour,First Hour (Prime / Morning Prayer),1,psalm,Psalm 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 12; Psalm 13; Psalm 15; Psalm 16; Psalm 19; Psalm 25; Psalm 27; Psalm 63; Psalm 67; Psalm 70; Psalm 113; Psalm 143,Psalm 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 11 (12); Psalm 12 (13); Psalm 14 (15); Psalm 15 (16); Psalm 18 (19); Psalm 24 (25); Psalm 26 (27); Psalm 62 (63); Psalm 66 (67); Psalm 69 (70); Psalm 112 (113); Psalm 142 (143),Ps 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 12; Psalm 13; Psalm 15; Psalm 16; Psalm 19; Psalm 25; Psalm 27; Psalm 63; Psalm 67; Psalm 70; Psalm 113; Psalm 143,Ps 27,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,first_hour,First Hour (Prime / Morning Prayer),1,psalm,Psalm 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 12; Psalm 13; Psalm 15; Psalm 16; Psalm 19; Psalm 25; Psalm 27; Psalm 63; Psalm 67; Psalm 70; Psalm 113; Psalm 143,Psalm 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 11 (12); Psalm 12 (13); Psalm 14 (15); Psalm 15 (16); Psalm 18 (19); Psalm 24 (25); Psalm 26 (27); Psalm 62 (63); Psalm 66 (67); Psalm 69 (70); Psalm 112 (113); Psalm 142 (143),Ps 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 12; Psalm 13; Psalm 15; Psalm 16; Psalm 19; Psalm 25; Psalm 27; Psalm 63; Psalm 67; Psalm 70; Psalm 113; Psalm 143,Ps 63,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,first_hour,First Hour (Prime / Morning Prayer),1,psalm,Psalm 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 12; Psalm 13; Psalm 15; Psalm 16; Psalm 19; Psalm 25; Psalm 27; Psalm 63; Psalm 67; Psalm 70; Psalm 113; Psalm 143,Psalm 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 11 (12); Psalm 12 (13); Psalm 14 (15); Psalm 15 (16); Psalm 18 (19); Psalm 24 (25); Psalm 26 (27); Psalm 62 (63); Psalm 66 (67); Psalm 69 (70); Psalm 112 (113); Psalm 142 (143),Ps 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 12; Psalm 13; Psalm 15; Psalm 16; Psalm 19; Psalm 25; Psalm 27; Psalm 63; Psalm 67; Psalm 70; Psalm 113; Psalm 143,Ps 67,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,first_hour,First Hour (Prime / Morning Prayer),1,psalm,Psalm 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 12; Psalm 13; Psalm 15; Psalm 16; Psalm 19; Psalm 25; Psalm 27; Psalm 63; Psalm 67; Psalm 70; Psalm 113; Psalm 143,Psalm 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 11 (12); Psalm 12 (13); Psalm 14 (15); Psalm 15 (16); Psalm 18 (19); Psalm 24 (25); Psalm 26 (27); Psalm 62 (63); Psalm 66 (67); Psalm 69 (70); Psalm 112 (113); Psalm 142 (143),Ps 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 12; Psalm 13; Psalm 15; Psalm 16; Psalm 19; Psalm 25; Psalm 27; Psalm 63; Psalm 67; Psalm 70; Psalm 113; Psalm 143,Ps 70,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,first_hour,First Hour (Prime / Morning Prayer),1,psalm,Psalm 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 12; Psalm 13; Psalm 15; Psalm 16; Psalm 19; Psalm 25; Psalm 27; Psalm 63; Psalm 67; Psalm 70; Psalm 113; Psalm 143,Psalm 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 11 (12); Psalm 12 (13); Psalm 14 (15); Psalm 15 (16); Psalm 18 (19); Psalm 24 (25); Psalm 26 (27); Psalm 62 (63); Psalm 66 (67); Psalm 69 (70); Psalm 112 (113); Psalm 142 (143),Ps 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 12; Psalm 13; Psalm 15; Psalm 16; Psalm 19; Psalm 25; Psalm 27; Psalm 63; Psalm 67; Psalm 70; Psalm 113; Psalm 143,Ps 113,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,first_hour,First Hour (Prime / Morning Prayer),1,psalm,Psalm 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 12; Psalm 13; Psalm 15; Psalm 16; Psalm 19; Psalm 25; Psalm 27; Psalm 63; Psalm 67; Psalm 70; Psalm 113; Psalm 143,Psalm 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 11 (12); Psalm 12 (13); Psalm 14 (15); Psalm 15 (16); Psalm 18 (19); Psalm 24 (25); Psalm 26 (27); Psalm 62 (63); Psalm 66 (67); Psalm 69 (70); Psalm 112 (113); Psalm 142 (143),Ps 1; Psalm 2; Psalm 3; Psalm 4; Psalm 5; Psalm 6; Psalm 8; Psalm 12; Psalm 13; Psalm 15; Psalm 16; Psalm 19; Psalm 25; Psalm 27; Psalm 63; Psalm 67; Psalm 70; Psalm 113; Psalm 143,Ps 143,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,first_hour,First Hour (Prime / Morning Prayer),1,gospel,John 1:1-17,John 1:1-17,Jn 1:1-17,Jn 1:1-17,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Gospel of the First Hour.,agpeya
daily_hours,third_hour,Third Hour (Terce),2,psalm,Psalm 20; Psalm 23; Psalm 24; Psalm 26; Psalm 29; Psalm 30; Psalm 34; Psalm 41; Psalm 43; Psalm 45; Psalm 46; Psalm 47,Psalm 19 (20); Psalm 22 (23); Psalm 23 (24); Psalm 25 (26); Psalm 28 (29); Psalm 29 (30); Psalm 33 (34); Psalm 40 (41); Psalm 42 (43); Psalm 44 (45); Psalm 45 (46); Psalm 46 (47),Ps 20; Psalm 23; Psalm 24; Psalm 26; Psalm 29; Psalm 30; Psalm 34; Psalm 41; Psalm 43; Psalm 45; Psalm 46; Psalm 47,Ps 20,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,third_hour,Third Hour (Terce),2,psalm,Psalm 20; Psalm 23; Psalm 24; Psalm 26; Psalm 29; Psalm 30; Psalm 34; Psalm 41; Psalm 43; Psalm 45; Psalm 46; Psalm 47,Psalm 19 (20); Psalm 22 (23); Psalm 23 (24); Psalm 25 (26); Psalm 28 (29); Psalm 29 (30); Psalm 33 (34); Psalm 40 (41); Psalm 42 (43); Psalm 44 (45); Psalm 45 (46); Psalm 46 (47),Ps 20; Psalm 23; Psalm 24; Psalm 26; Psalm 29; Psalm 30; Psalm 34; Psalm 41; Psalm 43; Psalm 45; Psalm 46; Psalm 47,Ps 23,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,third_hour,Third Hour (Terce),2,psalm,Psalm 20; Psalm 23; Psalm 24; Psalm 26; Psalm 29; Psalm 30; Psalm 34; Psalm 41; Psalm 43; Psalm 45; Psalm 46; Psalm 47,Psalm 19 (20); Psalm 22 (23); Psalm 23 (24); Psalm 25 (26); Psalm 28 (29); Psalm 29 (30); Psalm 33 (34); Psalm 40 (41); Psalm 42 (43); Psalm 44 (45); Psalm 45 (46); Psalm 46 (47),Ps 20; Psalm 23; Psalm 24; Psalm 26; Psalm 29; Psalm 30; Psalm 34; Psalm 41; Psalm 43; Psalm 45; Psalm 46; Psalm 47,Ps 24,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,third_hour,Third Hour (Terce),2,psalm,Psalm 20; Psalm 23; Psalm 24; Psalm 26; Psalm 29; Psalm 30; Psalm 34; Psalm 41; Psalm 43; Psalm 45; Psalm 46; Psalm 47,Psalm 19 (20); Psalm 22 (23); Psalm 23 (24); Psalm 25 (26); Psalm 28 (29); Psalm 29 (30); Psalm 33 (34); Psalm 40 (41); Psalm 42 (43); Psalm 44 (45); Psalm 45 (46); Psalm 46 (47),Ps 20; Psalm 23; Psalm 24; Psalm 26; Psalm 29; Psalm 30; Psalm 34; Psalm 41; Psalm 43; Psalm 45; Psalm 46; Psalm 47,Ps 26,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,third_hour,Third Hour (Terce),2,psalm,Psalm 20; Psalm 23; Psalm 24; Psalm 26; Psalm 29; Psalm 30; Psalm 34; Psalm 41; Psalm 43; Psalm 45; Psalm 46; Psalm 47,Psalm 19 (20); Psalm 22 (23); Psalm 23 (24); Psalm 25 (26); Psalm 28 (29); Psalm 29 (30); Psalm 33 (34); Psalm 40 (41); Psalm 42 (43); Psalm 44 (45); Psalm 45 (46); Psalm 46 (47),Ps 20; Psalm 23; Psalm 24; Psalm 26; Psalm 29; Psalm 30; Psalm 34; Psalm 41; Psalm 43; Psalm 45; Psalm 46; Psalm 47,Ps 29,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
