prayer_group,prayer_key,prayer_name,service_order,reading_type,raw_ref,display_ref,canonical_ref,matched_ref,source_title,source_url,source_page,notes,source_kind
daily_hours,third_hour,Third Hour (Terce),2,psalm,Psalm 20; Psalm 23; Psalm 24; Psalm 26; Psalm 29; Psalm 30; Psalm 34; Psalm 41; Psalm 43; Psalm 45; Psalm 46; Psalm 47,Psalm 19 (20); Psalm 22 (23); Psalm 23 (24); Psalm 25 (26); Psalm 28 (29); Psalm 29 (30); Psalm 33 (34); Psalm 40 (41); Psalm 42 (43); Psalm 44 (45); Psalm 45 (46); Psalm 46 (47),Ps 20; Psalm 23; Psalm 24; Psalm 26; Psalm 29; Psalm 30; Psalm 34; Psalm 41; Psalm 43; Psalm 45; Psalm 46; Psalm 47,Ps 30,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,third_hour,Third Hour (Terce),2,psalm,Psalm 20; Psalm 23; Psalm 24; Psalm 26; Psalm 29; Psalm 30; Psalm 34; Psalm 41; Psalm 43; Psalm 45; Psalm 46; Psalm 47,Psalm 19 (20); Psalm 22 (23); Psalm 23 (24); Psalm 25 (26); Psalm 28 (29); Psalm 29 (30); Psalm 33 (34); Psalm 40 (41); Psalm 42 (43); Psalm 44 (45); Psalm 45 (46); Psalm 46 (47),Ps 20; Psalm 23; Psalm 24; Psalm 26; Psalm 29; Psalm 30; Psalm 34; Psalm 41; Psalm 43; Psalm 45; Psalm 46; Psalm 47,Ps 34,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,third_hour,Third Hour (Terce),2,psalm,Psalm 20; Psalm 23; Psalm 24; Psalm 26; Psalm 29; Psalm 30; Psalm 34; Psalm 41; Psalm 43; Psalm 45; Psalm 46; Psalm 47,Psalm 19 (20); Psalm 22 (23); Psalm 23 (24); Psalm 25 (26); Psalm 28 (29); Psalm 29 (30); Psalm 33 (34); Psalm 40 (41); Psalm 42 (43); Psalm 44 (45); Psalm 45 (46); Psalm 46 (47),Ps 20; Psalm 23; Psalm 24; Psalm 26; Psalm 29; Psalm 30; Psalm 34; Psalm 41; Psalm 43; Psalm 45; Psalm 46; Psalm 47,Ps 41,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,third_hour,Third Hour (Terce),2,psalm,Psalm 20; Psalm 23; Psalm 24; Psalm 26; Psalm 29; Psalm 30; Psalm 34; Psalm 41; Psalm 43; Psalm 45; Psalm 46; Psalm 47,Psalm 19 (20); Psalm 22 (23); Psalm 23 (24); Psalm 25 (26); Psalm 28 (29); Psalm 29 (30); Psalm 33 (34); Psalm 40 (41); Psalm 42 (43); Psalm 44 (45); Psalm 45 (46); Psalm 46 (47),Ps 20; Psalm 23; Psalm 24; Psalm 26; Psalm 29; Psalm 30; Psalm 34; Psalm 41; Psalm 43; Psalm 45; Psalm 46; Psalm 47,Ps 43,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,third_hour,Third Hour (Terce),2,psalm,Psalm 20; Psalm 23; Psalm 24; Psalm 26; Psalm 29; Psalm 30; Psalm 34; Psalm 41; Psalm 43; Psalm 45; Psalm 46; Psalm 47,Psalm 19 (20); Psalm 22 (23); Psalm 23 (24); Psalm 25 (26); Psalm 28 (29); Psalm 29 (30); Psalm 33 (34); Psalm 40 (41); Psalm 42 (43); Psalm 44 (45); Psalm 45 (46); Psalm 46 (47),Ps 20; Psalm 23; Psalm 24; Psalm 26; Psalm 29; Psalm 30; Psalm 34; Psalm 41; Psalm 43; Psalm 45; Psalm 46; Psalm 47,Ps 45,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,third_hour,Third Hour (Terce),2,psalm,Psalm 20; Psalm 23; Psalm 24; Psalm 26; Psalm 29; Psalm 30; Psalm 34; Psalm 41; Psalm 43; Psalm 45; Psalm 46; Psalm 47,Psalm 19 (20); Psalm 22 (23); Psalm 23 (24); Psalm 25 (26); Psalm 28 (29); Psalm 29 (30); Psalm 33 (34); Psalm 40 (41); Psalm 42 (43); Psalm 44 (45); Psalm 45 (46); Psalm 46 (47),Ps 20; Psalm 23; Psalm 24; Psalm 26; Psalm 29; Psalm 30; Psalm 34; Psalm 41; Psalm 43; Psalm 45; Psalm 46; Psalm 47,Ps 46,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,third_hour,Third Hour (Terce),2,psalm,Psalm 20; Psalm 23; Psalm 24; Psalm 26; Psalm 29; Psalm 30; Psalm 34; Psalm 41; Psalm 43; Psalm 45; Psalm 46; Psalm 47,Psalm 19 (20); Psalm 22 (23); Psalm 23 (24); Psalm 25 (26); Psalm 28 (29); Psalm 29 (30); Psalm 33 (34); Psalm 40 (41); Psalm 42 (43); Psalm 44 (45); Psalm 45 (46); Psalm 46 (47),Ps 20; Psalm 23; Psalm 24; Psalm 26; Psalm 29; Psalm 30; Psalm 34; Psalm 41; Psalm 43; Psalm 45; Psalm 46; Psalm 47,Ps 47,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,third_hour,Third Hour (Terce),2,gospel,John 14:26-15:4,John 14:26-15:4,Jn 14:26-15:4,Jn 14:26-15:4,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Gospel of the Third Hour.,agpeya
daily_hours,sixth_hour,Sixth Hour (Sext),3,psalm,Psalm 54; Psalm 57; Psalm 61; Psalm 63; Psalm 67; Psalm 70; Psalm 84; Psalm 85; Psalm 86; Psalm 87; Psalm 91; Psalm 93,Psalm 53 (54); Psalm 56 (57); Psalm 60 (61); Psalm 62 (63); Psalm 66 (67); Psalm 69 (70); Psalm 83 (84); Psalm 84 (85); Psalm 85 (86); Psalm 86 (87); Psalm 90 (91); Psalm 92 (93),Ps 54; Psalm 57; Psalm 61; Psalm 63; Psalm 67; Psalm 70; Psalm 84; Psalm 85; Psalm 86; Psalm 87; Psalm 91; Psalm 93,Ps 54,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,sixth_hour,Sixth Hour (Sext),3,psalm,Psalm 54; Psalm 57; Psalm 61; Psalm 63; Psalm 67; Psalm 70; Psalm 84; Psalm 85; Psalm 86; Psalm 87; Psalm 91; Psalm 93,Psalm 53 (54); Psalm 56 (57); Psalm 60 (61); Psalm 62 (63); Psalm 66 (67); Psalm 69 (70); Psalm 83 (84); Psalm 84 (85); Psalm 85 (86); Psalm 86 (87); Psalm 90 (91); Psalm 92 (93),Ps 54; Psalm 57; Psalm 61; Psalm 63; Psalm 67; Psalm 70; Psalm 84; Psalm 85; Psalm 86; Psalm 87; Psalm 91; Psalm 93,Ps 57,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,sixth_hour,Sixth Hour (Sext),3,psalm,Psalm 54; Psalm 57; Psalm 61; Psalm 63; Psalm 67; Psalm 70; Psalm 84; Psalm 85; Psalm 86; Psalm 87; Psalm 91; Psalm 93,Psalm 53 (54); Psalm 56 (57); Psalm 60 (61); Psalm 62 (63); Psalm 66 (67); Psalm 69 (70); Psalm 83 (84); Psalm 84 (85); Psalm 85 (86); Psalm 86 (87); Psalm 90 (91); Psalm 92 (93),Ps 54; Psalm 57; Psalm 61; Psalm 63; Psalm 67; Psalm 70; Psalm 84; Psalm 85; Psalm 86; Psalm 87; Psalm 91; Psalm 93,Ps 61,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,sixth_hour,Sixth Hour (Sext),3,psalm,Psalm 54; Psalm 57; Psalm 61; Psalm 63; Psalm 67; Psalm 70; Psalm 84; Psalm 85; Psalm 86; Psalm 87; Psalm 91; Psalm 93,Psalm 53 (54); Psalm 56 (57); Psalm 60 (61); Psalm 62 (63); Psalm 66 (67); Psalm 69 (70); Psalm 83 (84); Psalm 84 (85); Psalm 85 (86); Psalm 86 (87); Psalm 90 (91); Psalm 92 (93),Ps 54; Psalm 57; Psalm 61; Psalm 63; Psalm 67; Psalm 70; Psalm 84; Psalm 85; Psalm 86; Psalm 87; Psalm 91; Psalm 93,Ps 63,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,sixth_hour,Sixth Hour (Sext),3,psalm,Psalm 54; Psalm 57; Psalm 61; Psalm 63; Psalm 67; Psalm 70; Psalm 84; Psalm 85; Psalm 86; Psalm 87; Psalm 91; Psalm 93,Psalm 53 (54); Psalm 56 (57); Psalm 60 (61); Psalm 62 (63); Psalm 66 (67); Psalm 69 (70); Psalm 83 (84); Psalm 84 (85); Psalm 85 (86); Psalm 86 (87); Psalm 90 (91); Psalm 92 (93),Ps 54; Psalm 57; Psalm 61; Psalm 63; Psalm 67; Psalm 70; Psalm 84; Psalm 85; Psalm 86; Psalm 87; Psalm 91; Psalm 93,Ps 67,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,sixth_hour,Sixth Hour (Sext),3,psalm,Psalm 54; Psalm 57; Psalm 61; Psalm 63; Psalm 67; Psalm 70; Psalm 84; Psalm 85; Psalm 86; Psalm 87; Psalm 91; Psalm 93,Psalm 53 (54); Psalm 56 (57); Psalm 60 (61); Psalm 62 (63); Psalm 66 (67); Psalm 69 (70); Psalm 83 (84); Psalm 84 (85); Psalm 85 (86); Psalm 86 (87); Psalm 90 (91); Psalm 92 (93),Ps 54; Psalm 57; Psalm 61; Psalm 63; Psalm 67; Psalm 70; Psalm 84; Psalm 85; Psalm 86; Psalm 87; Psalm 91; Psalm 93,Ps 70,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,sixth_hour,Sixth Hour (Sext),3,psalm,Psalm 54; Psalm 57; Psalm 61; Psalm 63; Psalm 67; Psalm 70; Psalm 84; Psalm 85; Psalm 86; Psalm 87; Psalm 91; Psalm 93,Psalm 53 (54); Psalm 56 (57); Psalm 60 (61); Psalm 62 (63); Psalm 66 (67); Psalm 69 (70); Psalm 83 (84); Psalm 84 (85); Psalm 85 (86); Psalm 86 (87); Psalm 90 (91); Psalm 92 (93),Ps 54; Psalm 57; Psalm 61; Psalm 63; Psalm 67; Psalm 70; Psalm 84; Psalm 85; Psalm 86; Psalm 87; Psalm 91; Psalm 93,Ps 84,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,sixth_hour,Sixth Hour (Sext),3,psalm,Psalm 54; Psalm 57; Psalm 61; Psalm 63; Psalm 67; Psalm 70; Psalm 84; Psalm 85; Psalm 86; Psalm 87; Psalm 91; Psalm 93,Psalm 53 (54); Psalm 56 (57); Psalm 60 (61); Psalm 62 (63); Psalm 66 (67); Psalm 69 (70); Psalm 83 (84); Psalm 84 (85); Psalm 85 (86); Psalm 86 (87); Psalm 90 (91); Psalm 92 (93),Ps 54; Psalm 57; Psalm 61; Psalm 63; Psalm 67; Psalm 70; Psalm 84; Psalm 85; Psalm 86; Psalm 87; Psalm 91; Psalm 93,Ps 85,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,sixth_hour,Sixth Hour (Sext),3,psalm,Psalm 54; Psalm 57; Psalm 61; Psalm 63; Psalm 67; Psalm 70; Psalm 84; Psalm 85; Psalm 86; Psalm 87; Psalm 91; Psalm 93,Psalm 53 (54); Psalm 56 (57); Psalm 60 (61); Psalm 62 (63); Psalm 66 (67); Psalm 69 (70); Psalm 83 (84); Psalm 84 (85); Psalm 85 (86); Psalm 86 (87); Psalm 90 (91); Psalm 92 (93),Ps 54; Psalm 57; Psalm 61; Psalm 63; Psalm 67; Psalm 70; Psalm 84; Psalm 85; Psalm 86; Psalm 87; Psalm 91; Psalm 93,Ps 86,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,sixth_hour,Sixth Hour (Sext),3,psalm,Psalm 54; Psalm 57; Psalm 61; Psalm 63; Psalm 67; Psalm 70; Psalm 84; Psalm 85; Psalm 86; Psalm 87; Psalm 91; Psalm 93,Psalm 53 (54); Psalm 56 (57); Psalm 60 (61); Psalm 62 (63); Psalm 66 (67); Psalm 69 (70); Psalm 83 (84); Psalm 84 (85); Psalm 85 (86); Psalm 86 (87); Psalm 90 (91); Psalm 92 (93),Ps 54; Psalm 57; Psalm 61; Psalm 63; Psalm 67; Psalm 70; Psalm 84; Psalm 85; Psalm 86; Psalm 87; Psalm 91; Psalm 93,Ps 87,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,sixth_hour,Sixth Hour (Sext),3,psalm,Psalm 54; Psalm 57; Psalm 61; Psalm 63; Psalm 67; Psalm 70; Psalm 84; Psalm 85; Psalm 86; Psalm 87; Psalm 91; Psalm 93,Psalm 53 (54); Psalm 56 (57); Psalm 60 (61); Psalm 62 (63); Psalm 66 (67); Psalm 69 (70); Psalm 83 (84); Psalm 84 (85); Psalm 85 (86); Psalm 86 (87); Psalm 90 (91); Psalm 92 (93),Ps 54; Psalm 57; Psalm 61; Psalm 63; Psalm 67; Psalm 70; Psalm 84; Psalm 85; Psalm 86; Psalm 87; Psalm 91; Psalm 93,Ps 91,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,sixth_hour,Sixth Hour (Sext),3,psalm,Psalm 54; Psalm 57; Psalm 61; Psalm 63; Psalm 67; Psalm 70; Psalm 84; Psalm 85; Psalm 86; Psalm 87; Psalm 91; Psalm 93,Psalm 53 (54); Psalm 56 (57); Psalm 60 (61); Psalm 62 (63); Psalm 66 (67); Psalm 69 (70); Psalm 83 (84); Psalm 84 (85); Psalm 85 (86); Psalm 86 (87); Psalm 90 (91); Psalm 92 (93),Ps 54; Psalm 57; Psalm 61; Psalm 63; Psalm 67; Psalm 70; Psalm 84; Psalm 85; Psalm 86; Psalm 87; Psalm 91; Psalm 93,Ps 93,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Canonical raw_ref uses standard English numbering; display_ref preserves the Agpeya printed numbering.,agpeya
daily_hours,sixth_hour,Sixth Hour (Sext),3,gospel,Matthew 5:1-16,Matthew 5:1-16,Matt 5:1-16,Matt 5:1-16,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),Gospel of the Sixth Hour.,agpeya
daily_hours,ninth_hour,Ninth Hour (None),4,psalm,Psalm 96; Psalm 97; Psalm 98; Psalm 99; Psalm 100; Psalm 101; Psalm 110; Psalm 111; Psalm 112; Psalm 113; Psalm 116:1-9; Psalm 116:10-19,Psalm 95 (96); Psalm 96 (97); Psalm 97 (98); Psalm 98 (99); Psalm 99 (100); Psalm 100 (101); Psalm 109 (110); Psalm 110 (111); Psalm 111 (112); Psalm 112 (113); Psalm 114 (116:1-9); Psalm 115 (116:10-19),Ps 96; Psalm 97; Psalm 98; Psalm 99; Psalm 100; Psalm 101; Psalm 110; Psalm 111; Psalm 112; Psalm 113; Psalm 116:1-9; Psalm 116:10-19,Ps 96,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),The Agpeya splits Psalm 116 into two Psalm headings here; canonical raw_ref preserves the standard numbering as Psalm 116:1-9 and Psalm 116:10-19.,agpeya
daily_hours,ninth_hour,Ninth Hour (None),4,psalm,Psalm 96; Psalm 97; Psalm 98; Psalm 99; Psalm 100; Psalm 101; Psalm 110; Psalm 111; Psalm 112; Psalm 113; Psalm 116:1-9; Psalm 116:10-19,Psalm 95 (96); Psalm 96 (97); Psalm 97 (98); Psalm 98 (99); Psalm 99 (100); Psalm 100 (101); Psalm 109 (110); Psalm 110 (111); Psalm 111 (112); Psalm 112 (113); Psalm 114 (116:1-9); Psalm 115 (116:10-19),Ps 96; Psalm 97; Psalm 98; Psalm 99; Psalm 100; Psalm 101; Psalm 110; Psalm 111; Psalm 112; Psalm 113; Psalm 116:1-9; Psalm 116:10-19,Ps 97,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),The Agpeya splits Psalm 116 into two Psalm headings here; canonical raw_ref preserves the standard numbering as Psalm 116:1-9 and Psalm 116:10-19.,agpeya
daily_hours,ninth_hour,Ninth Hour (None),4,psalm,Psalm 96; Psalm 97; Psalm 98; Psalm 99; Psalm 100; Psalm 101; Psalm 110; Psalm 111; Psalm 112; Psalm 113; Psalm 116:1-9; Psalm 116:10-19,Psalm 95 (96); Psalm 96 (97); Psalm 97 (98); Psalm 98 (99); Psalm 99 (100); Psalm 100 (101); Psalm 109 (110); Psalm 110 (111); Psalm 111 (112); Psalm 112 (113); Psalm 114 (116:1-9); Psalm 115 (116:10-19),Ps 96; Psalm 97; Psalm 98; Psalm 99; Psalm 100; Psalm 101; Psalm 110; Psalm 111; Psalm 112; Psalm 113; Psalm 116:1-9; Psalm 116:10-19,Ps 98,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),The Agpeya splits Psalm 116 into two Psalm headings here; canonical raw_ref preserves the standard numbering as Psalm 116:1-9 and Psalm 116:10-19.,agpeya
daily_hours,ninth_hour,Ninth Hour (None),4,psalm,Psalm 96; Psalm 97; Psalm 98; Psalm 99; Psalm 100; Psalm 101; Psalm 110; Psalm 111; Psalm 112; Psalm 113; Psalm 116:1-9; Psalm 116:10-19,Psalm 95 (96); Psalm 96 (97); Psalm 97 (98); Psalm 98 (99); Psalm 99 (100); Psalm 100 (101); Psalm 109 (110); Psalm 110 (111); Psalm 111 (112); Psalm 112 (113); Psalm 114 (116:1-9); Psalm 115 (116:10-19),Ps 96; Psalm 97; Psalm 98; Psalm 99; Psalm 100; Psalm 101; Psalm 110; Psalm 111; Psalm 112; Psalm 113; Psalm 116:1-9; Psalm 116:10-19,Ps 99,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),The Agpeya splits Psalm 116 into two Psalm headings here; canonical raw_ref preserves the standard numbering as Psalm 116:1-9 and Psalm 116:10-19.,agpeya
daily_hours,ninth_hour,Ninth Hour (None),4,psalm,Psalm 96; Psalm 97; Psalm 98; Psalm 99; Psalm 100; Psalm 101; Psalm 110; Psalm 111; Psalm 112; Psalm 113; Psalm 116:1-9; Psalm 116:10-19,Psalm 95 (96); Psalm 96 (97); Psalm 97 (98); Psalm 98 (99); Psalm 99 (100); Psalm 100 (101); Psalm 109 (110); Psalm 110 (111); Psalm 111 (112); Psalm 112 (113); Psalm 114 (116:1-9); Psalm 115 (116:10-19),Ps 96; Psalm 97; Psalm 98; Psalm 99; Psalm 100; Psalm 101; Psalm 110; Psalm 111; Psalm 112; Psalm 113; Psalm 116:1-9; Psalm 116:10-19,Ps 100,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),The Agpeya splits Psalm 116 into two Psalm headings here; canonical raw_ref preserves the standard numbering as Psalm 116:1-9 and Psalm 116:10-19.,agpeya
daily_hours,ninth_hour,Ninth Hour (None),4,psalm,Psalm 96; Psalm 97; Psalm 98; Psalm 99; Psalm 100; Psalm 101; Psalm 110; Psalm 111; Psalm 112; Psalm 113; Psalm 116:1-9; Psalm 116:10-19,Psalm 95 (96); Psalm 96 (97); Psalm 97 (98); Psalm 98 (99); Psalm 99 (100); Psalm 100 (101); Psalm 109 (110); Psalm 110 (111); Psalm 111 (112); Psalm 112 (113); Psalm 114 (116:1-9); Psalm 115 (116:10-19),Ps 96; Psalm 97; Psalm 98; Psalm 99; Psalm 100; Psalm 101; Psalm 110; Psalm 111; Psalm 112; Psalm 113; Psalm 116:1-9; Psalm 116:10-19,Ps 101,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),The Agpeya splits Psalm 116 into two Psalm headings here; canonical raw_ref preserves the standard numbering as Psalm 116:1-9 and Psalm 116:10-19.,agpeya
daily_hours,ninth_hour,Ninth Hour (None),4,psalm,Psalm 96; Psalm 97; Psalm 98; Psalm 99; Psalm 100; Psalm 101; Psalm 110; Psalm 111; Psalm 112; Psalm 113; Psalm 116:1-9; Psalm 116:10-19,Psalm 95 (96); Psalm 96 (97); Psalm 97 (98); Psalm 98 (99); Psalm 99 (100); Psalm 100 (101); Psalm 109 (110); Psalm 110 (111); Psalm 111 (112); Psalm 112 (113); Psalm 114 (116:1-9); Psalm 115 (116:10-19),Ps 96; Psalm 97; Psalm 98; Psalm 99; Psalm 100; Psalm 101; Psalm 110; Psalm 111; Psalm 112; Psalm 113; Psalm 116:1-9; Psalm 116:10-19,Ps 110,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),The Agpeya splits Psalm 116 into two Psalm headings here; canonical raw_ref preserves the standard numbering as Psalm 116:1-9 and Psalm 116:10-19.,agpeya
daily_hours,ninth_hour,Ninth Hour (None),4,psalm,Psalm 96; Psalm 97; Psalm 98; Psalm 99; Psalm 100; Psalm 101; Psalm 110; Psalm 111; Psalm 112; Psalm 113; Psalm 116:1-9; Psalm 116:10-19,Psalm 95 (96); Psalm 96 (97); Psalm 97 (98); Psalm 98 (99); Psalm 99 (100); Psalm 100 (101); Psalm 109 (110); Psalm 110 (111); Psalm 111 (112); Psalm 112 (113); Psalm 114 (116:1-9); Psalm 115 (116:10-19),Ps 96; Psalm 97; Psalm 98; Psalm 99; Psalm 100; Psalm 101; Psalm 110; Psalm 111; Psalm 112; Psalm 113; Psalm 116:1-9; Psalm 116:10-19,Ps 111,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),The Agpeya splits Psalm 116 into two Psalm headings here; canonical raw_ref preserves the standard numbering as Psalm 116:1-9 and Psalm 116:10-19.,agpeya
daily_hours,ninth_hour,Ninth Hour (None),4,psalm,Psalm 96; Psalm 97; Psalm 98; Psalm 99; Psalm 100; Psalm 101; Psalm 110; Psalm 111; Psalm 112; Psalm 113; Psalm 116:1-9; Psalm 116:10-19,Psalm 95 (96); Psalm 96 (97); Psalm 97 (98); Psalm 98 (99); Psalm 99 (100); Psalm 100 (101); Psalm 109 (110); Psalm 110 (111); Psalm 111 (112); Psalm 112 (113); Psalm 114 (116:1-9); Psalm 115 (116:10-19),Ps 96; Psalm 97; Psalm 98; Psalm 99; Psalm 100; Psalm 101; Psalm 110; Psalm 111; Psalm 112; Psalm 113; Psalm 116:1-9; Psalm 116:10-19,Ps 112,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),The Agpeya splits Psalm 116 into two Psalm headings here; canonical raw_ref preserves the standard numbering as Psalm 116:1-9 and Psalm 116:10-19.,agpeya
daily_hours,ninth_hour,Ninth Hour (None),4,psalm,Psalm 96; Psalm 97; Psalm 98; Psalm 99; Psalm 100; Psalm 101; Psalm 110; Psalm 111; Psalm 112; Psalm 113; Psalm 116:1-9; Psalm 116:10-19,Psalm 95 (96); Psalm 96 (97); Psalm 97 (98); Psalm 98 (99); Psalm 99 (100); Psalm 100 (101); Psalm 109 (110); Psalm 110 (111); Psalm 111 (112); Psalm 112 (113); Psalm 114 (116:1-9); Psalm 115 (116:10-19),Ps 96; Psalm 97; Psalm 98; Psalm 99; Psalm 100; Psalm 101; Psalm 110; Psalm 111; Psalm 112; Psalm 113; Psalm 116:1-9; Psalm 116:10-19,Ps 113,Book of Agpeya,https://www.saintbishoy.ca/wp-content/uploads/Rites_Agpeya_Book.pdf,St. Bishoy Agpeya PDF (text extracted locally for validation),The Agpeya splits Psalm 116 into two Psalm headings here; canonical raw_ref preserves the standard numbering as Psalm 116:1-9 and Psalm 116:10-19.,agpeya
