book,book_abbrev,chapter,verse_start,verse_end,raw_segment,normalized_segment,canonical_segment,source,source_table,source_type,cycle,day_key,month_number,month_name,day,week,day_of_week,day_name,season,other,reading_slot,raw_ref,normalized_ref
Acts,Acts,21,5,14,44.21:5-14,Acts 21:5-14,Acts 21:5-14,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 10,1,Tut,10,,,,,5/30,liturgy_acts,44.21:5-14,Acts 21:5-14
Psalms,Ps,45,14,15,19.45:14-15,Ps 45:14-15,Ps 45:14-15,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 10,1,Tut,10,,,,,5/30,liturgy_psalm,19.45:14-15,Ps 45:14-15
Matthew,Matt,25,1,13,40.25:1-13,Matt 25:1-13,Matt 25:1-13,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 10,1,Tut,10,,,,,5/30,liturgy_gospel,40.25:1-13,Matt 25:1-13
Psalms,Ps,4,6,8,19.4:6-8,Ps 4:6-8,Ps 4:6-8,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 11,1,Tut,11,,,,,8/27,vespers_psalm,19.4:6-8,Ps 4:6-8
Matthew,Matt,16,24,28,40.16:24-28,Matt 16:24-28,Matt 16:24-28,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 11,1,Tut,11,,,,,8/27,vespers_gospel,40.16:24-28,Matt 16:24-28
Psalms,Ps,5,11,12,19.5:11-12,Ps 5:11-12,Ps 5:11-12,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 11,1,Tut,11,,,,,8/27,matins_psalm,19.5:11-12,Ps 5:11-12
Matthew,Matt,10,34,42,40.10:34-42,Matt 10:34-42,Matt 10:34-42,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 11,1,Tut,11,,,,,8/27,matins_gospel,40.10:34-42,Matt 10:34-42
Romans,Rom,8,18,30,45.8:18-30,Rom 8:18-30,Rom 8:18-30,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 11,1,Tut,11,,,,,8/27,liturgy_pauline,45.8:18-30,Rom 8:18-30
1 Peter,1Pet,3,8,15,60.3:8-15,1Pet 3:8-15,1Pet 3:8-15,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 11,1,Tut,11,,,,,8/27,liturgy_catholic,60.3:8-15,1Pet 3:8-15
Acts,Acts,19,23,41,44.19:23-41,Acts 19:23-41,Acts 19:23-41,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 11,1,Tut,11,,,,,8/27,liturgy_acts,44.19:23-41,Acts 19:23-41
Psalms,Ps,68,35,35,"19.68:35,3",Ps 68:35,Ps 68:35,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 11,1,Tut,11,,,,,8/27,liturgy_psalm,"19.68:35,3","Ps 68:35,3"
Psalms,Ps,68,3,3,"19.68:35,3",Ps 68:3,Ps 68:3,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 11,1,Tut,11,,,,,8/27,liturgy_psalm,"19.68:35,3","Ps 68:35,3"
Luke,Lk,12,4,12,42.12:4-12,Lk 12:4-12,Lk 12:4-12,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 11,1,Tut,11,,,,,8/27,liturgy_gospel,42.12:4-12,Lk 12:4-12
Psalms,Ps,32,11,11,"19.32:11,6",Ps 32:11,Ps 32:11,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 12,1,Tut,12,,,,,3/9,vespers_psalm,"19.32:11,6","Ps 32:11,6"
Psalms,Ps,32,6,6,"19.32:11,6",Ps 32:6,Ps 32:6,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 12,1,Tut,12,,,,,3/9,vespers_psalm,"19.32:11,6","Ps 32:11,6"
Matthew,Matt,25,14,23,40.25:14-23,Matt 25:14-23,Matt 25:14-23,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 12,1,Tut,12,,,,,3/9,vespers_gospel,40.25:14-23,Matt 25:14-23
Psalms,Ps,112,1,2,19.112:1-2,Ps 112:1-2,Ps 112:1-2,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 12,1,Tut,12,,,,,3/9,matins_psalm,19.112:1-2,Ps 112:1-2
Luke,Lk,6,17,23,42.6:17-23,Lk 6:17-23,Lk 6:17-23,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 12,1,Tut,12,,,,,3/9,matins_gospel,42.6:17-23,Lk 6:17-23
Romans,Rom,4,13,25,45.4:13-25*,Rom 4:13-25,Rom 4:13-25,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 12,1,Tut,12,,,,,3/9,liturgy_pauline,45.4:13-25*@+45.5:1-5,Rom 4:13-25; Rom 5:1-5
Romans,Rom,5,1,5,45.5:1-5,Rom 5:1-5,Rom 5:1-5,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 12,1,Tut,12,,,,,3/9,liturgy_pauline,45.4:13-25*@+45.5:1-5,Rom 4:13-25; Rom 5:1-5
1 Peter,1Pet,1,3,12,60.1:3-12,1Pet 1:3-12,1Pet 1:3-12,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 12,1,Tut,12,,,,,3/9,liturgy_catholic,60.1:3-12,1Pet 1:3-12
Acts,Acts,11,15,24,44.11:15-24,Acts 11:15-24,Acts 11:15-24,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 12,1,Tut,12,,,,,3/9,liturgy_acts,44.11:15-24,Acts 11:15-24
Psalms,Ps,19,4,4,19.19:4*,Ps 19:4,Ps 19:4,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 12,1,Tut,12,,,,,3/9,liturgy_psalm,19.19:4*@+19.132:9-10,Ps 19:4; Ps 132:9-10
Psalms,Ps,132,9,10,19.132:9-10,Ps 132:9-10,Ps 132:9-10,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 12,1,Tut,12,,,,,3/9,liturgy_psalm,19.19:4*@+19.132:9-10,Ps 19:4; Ps 132:9-10
Matthew,Matt,16,13,19,40.16:13-19,Matt 16:13-19,Matt 16:13-19,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 12,1,Tut,12,,,,,3/9,liturgy_gospel,40.16:13-19,Matt 16:13-19
Psalms,Ps,132,9,9,"19.132:9,10,17,18",Ps 132:9,Ps 132:9,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 13,1,Tut,13,,,,,3/17,vespers_psalm,"19.132:9,10,17,18","Ps 132:9,10,17,18"
Psalms,Ps,132,10,10,"19.132:9,10,17,18",Ps 132:10,Ps 132:10,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 13,1,Tut,13,,,,,3/17,vespers_psalm,"19.132:9,10,17,18","Ps 132:9,10,17,18"
Psalms,Ps,132,17,17,"19.132:9,10,17,18",Ps 132:17,Ps 132:17,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 13,1,Tut,13,,,,,3/17,vespers_psalm,"19.132:9,10,17,18","Ps 132:9,10,17,18"
Psalms,Ps,132,18,18,"19.132:9,10,17,18",Ps 132:18,Ps 132:18,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 13,1,Tut,13,,,,,3/17,vespers_psalm,"19.132:9,10,17,18","Ps 132:9,10,17,18"
Matthew,Matt,4,23,25,40.4:23-25*,Matt 4:23-25,Matt 4:23-25,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 13,1,Tut,13,,,,,3/17,vespers_gospel,40.4:23-25*@+40.5:1-16,Matt 4:23-25; Matt 5:1-16
Matthew,Matt,5,1,16,40.5:1-16,Matt 5:1-16,Matt 5:1-16,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 13,1,Tut,13,,,,,3/17,vespers_gospel,40.4:23-25*@+40.5:1-16,Matt 4:23-25; Matt 5:1-16
Psalms,Ps,110,4,6,19.110:4-6,Ps 110:4-6,Ps 110:4-6,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 13,1,Tut,13,,,,,3/17,matins_psalm,19.110:4-6,Ps 110:4-6
Luke,Lk,6,17,23,42.6:17-23,Lk 6:17-23,Lk 6:17-23,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 13,1,Tut,13,,,,,3/17,matins_gospel,42.6:17-23,Lk 6:17-23
2 Timothy,2Tim,3,10,17,55.3:10-17*,2Tim 3:10-17,2Tim 3:10-17,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 13,1,Tut,13,,,,,3/17,liturgy_pauline,55.3:10-17*@+55.4:1-22,2Tim 3:10-17; 2Tim 4:1-22
2 Timothy,2Tim,4,1,22,55.4:1-22,2Tim 4:1-22,2Tim 4:1-22,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 13,1,Tut,13,,,,,3/17,liturgy_pauline,55.3:10-17*@+55.4:1-22,2Tim 3:10-17; 2Tim 4:1-22
1 Peter,1Pet,5,1,14,60.5:1-14,1Pet 5:1-14,1Pet 5:1-14,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 13,1,Tut,13,,,,,3/17,liturgy_catholic,60.5:1-14,1Pet 5:1-14
Acts,Acts,20,17,38,44.20:17-38,Acts 20:17-38,Acts 20:17-38,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 13,1,Tut,13,,,,,3/17,liturgy_acts,44.20:17-38,Acts 20:17-38
Psalms,Ps,73,23,23,"19.73:23,24,28*",Ps 73:23,Ps 73:23,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 13,1,Tut,13,,,,,3/17,liturgy_psalm,"19.73:23,24,28*@+19.9:14","Ps 73:23,24,28; Ps 9:14"
Psalms,Ps,73,24,24,"19.73:23,24,28*",Ps 73:24,Ps 73:24,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 13,1,Tut,13,,,,,3/17,liturgy_psalm,"19.73:23,24,28*@+19.9:14","Ps 73:23,24,28; Ps 9:14"
Psalms,Ps,73,28,28,"19.73:23,24,28*",Ps 73:28,Ps 73:28,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 13,1,Tut,13,,,,,3/17,liturgy_psalm,"19.73:23,24,28*@+19.9:14","Ps 73:23,24,28; Ps 9:14"
Psalms,Ps,9,14,14,19.9:14,Ps 9:14,Ps 9:14,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 13,1,Tut,13,,,,,3/17,liturgy_psalm,"19.73:23,24,28*@+19.9:14","Ps 73:23,24,28; Ps 9:14"
John,Jn,10,1,16,43.10:1-16,Jn 10:1-16,Jn 10:1-16,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 13,1,Tut,13,,,,,3/17,liturgy_gospel,43.10:1-16,Jn 10:1-16
Psalms,Ps,40,2,3,19.40:2-3,Ps 40:2-3,Ps 40:2-3,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 14,1,Tut,14,,,,,12/3,vespers_psalm,19.40:2-3,Ps 40:2-3
Matthew,Matt,7,22,25,40.7:22-25,Matt 7:22-25,Matt 7:22-25,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 14,1,Tut,14,,,,,12/3,vespers_gospel,40.7:22-25,Matt 7:22-25
Psalms,Ps,89,24,24,"19.89:24,19",Ps 89:24,Ps 89:24,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 14,1,Tut,14,,,,,12/3,matins_psalm,"19.89:24,19","Ps 89:24,19"
Psalms,Ps,89,19,19,"19.89:24,19",Ps 89:19,Ps 89:19,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 14,1,Tut,14,,,,,12/3,matins_psalm,"19.89:24,19","Ps 89:24,19"
Luke,Lk,13,23,30,42.13:23-30,Lk 13:23-30,Lk 13:23-30,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 14,1,Tut,14,,,,,12/3,matins_gospel,42.13:23-30,Lk 13:23-30
1 Corinthians,1Cor,3,1,8,46.3:1-8,1Cor 3:1-8,1Cor 3:1-8,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 14,1,Tut,14,,,,,12/3,liturgy_pauline,46.3:1-8,1Cor 3:1-8
2 Peter,2Pet,1,1,11,61.1:1-11,2Pet 1:1-11,2Pet 1:1-11,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 14,1,Tut,14,,,,,12/3,liturgy_catholic,61.1:1-11,2Pet 1:1-11
Acts,Acts,15,13,29,44.15:13-29,Acts 15:13-29,Acts 15:13-29,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 14,1,Tut,14,,,,,12/3,liturgy_acts,44.15:13-29,Acts 15:13-29
Psalms,Ps,61,1,3,19.61:1-3,Ps 61:1-3,Ps 61:1-3,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 14,1,Tut,14,,,,,12/3,liturgy_psalm,19.61:1-3,Ps 61:1-3
Luke,Lk,14,25,35,42.14:25-35,Lk 14:25-35,Lk 14:25-35,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 14,1,Tut,14,,,,,12/3,liturgy_gospel,42.14:25-35,Lk 14:25-35
Psalms,Ps,5,11,12,19.5:11-12,Ps 5:11-12,Ps 5:11-12,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 15,1,Tut,15,,,,,5/1,vespers_psalm,19.5:11-12,Ps 5:11-12
Matthew,Matt,10,24,33,40.10:24-33,Matt 10:24-33,Matt 10:24-33,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 15,1,Tut,15,,,,,5/1,vespers_gospel,40.10:24-33,Matt 10:24-33
Psalms,Ps,34,19,20,19.34:19-20,Ps 34:19-20,Ps 34:19-20,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 15,1,Tut,15,,,,,5/1,matins_psalm,19.34:19-20,Ps 34:19-20
John,Jn,12,20,26,43.12:20-26,Jn 12:20-26,Jn 12:20-26,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 15,1,Tut,15,,,,,5/1,matins_gospel,43.12:20-26,Jn 12:20-26
2 Corinthians,2Cor,11,16,33,47.11:16-33*,2Cor 11:16-33,2Cor 11:16-33,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 15,1,Tut,15,,,,,5/1,liturgy_pauline,47.11:16-33*@+47.12:1-12,2Cor 11:16-33; 2Cor 12:1-12
2 Corinthians,2Cor,12,1,12,47.12:1-12,2Cor 12:1-12,2Cor 12:1-12,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 15,1,Tut,15,,,,,5/1,liturgy_pauline,47.11:16-33*@+47.12:1-12,2Cor 11:16-33; 2Cor 12:1-12
1 Peter,1Pet,1,25,25,60.1:25*,1Pet 1:25,1Pet 1:25,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 15,1,Tut,15,,,,,5/1,liturgy_catholic,60.1:25*@+60.2:1-10,1Pet 1:25; 1Pet 2:1-10
1 Peter,1Pet,2,1,10,60.2:1-10,1Pet 2:1-10,1Pet 2:1-10,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 15,1,Tut,15,,,,,5/1,liturgy_catholic,60.1:25*@+60.2:1-10,1Pet 1:25; 1Pet 2:1-10
Acts,Acts,6,1,15,44.6:1-15*,Acts 6:1-15,Acts 6:1-15,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 15,1,Tut,15,,,,,5/1,liturgy_acts,44.6:1-15*@+44.7:1-2,Acts 6:1-15; Acts 7:1-2
Acts,Acts,7,1,2,44.7:1-2,Acts 7:1-2,Acts 7:1-2,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 15,1,Tut,15,,,,,5/1,liturgy_acts,44.6:1-15*@+44.7:1-2,Acts 6:1-15; Acts 7:1-2
Psalms,Ps,21,3,3,"19.21:3,5",Ps 21:3,Ps 21:3,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 15,1,Tut,15,,,,,5/1,liturgy_psalm,"19.21:3,5","Ps 21:3,5"
Psalms,Ps,21,5,5,"19.21:3,5",Ps 21:5,Ps 21:5,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 15,1,Tut,15,,,,,5/1,liturgy_psalm,"19.21:3,5","Ps 21:3,5"
Luke,Lk,10,1,20,42.10:1-20,Lk 10:1-20,Lk 10:1-20,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 15,1,Tut,15,,,,,5/1,liturgy_gospel,42.10:1-20,Lk 10:1-20
Psalms,Ps,84,3,4,19.84:3-4,Ps 84:3-4,Ps 84:3-4,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 16,1,Tut,16,,,,,,vespers_psalm,19.84:3-4,Ps 84:3-4
Luke,Lk,7,1,10,42.7:1-10,Lk 7:1-10,Lk 7:1-10,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 16,1,Tut,16,,,,,,vespers_gospel,42.7:1-10,Lk 7:1-10
Psalms,Ps,26,8,8,"19.26:8,7",Ps 26:8,Ps 26:8,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 16,1,Tut,16,,,,,,matins_psalm,"19.26:8,7","Ps 26:8,7"
Psalms,Ps,26,7,7,"19.26:8,7",Ps 26:7,Ps 26:7,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 16,1,Tut,16,,,,,,matins_psalm,"19.26:8,7","Ps 26:8,7"
Luke,Lk,19,1,10,42.19:1-10,Lk 19:1-10,Lk 19:1-10,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 16,1,Tut,16,,,,,,matins_gospel,42.19:1-10,Lk 19:1-10
Hebrews,Heb,9,1,10,58.9:1-10,Heb 9:1-10,Heb 9:1-10,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 16,1,Tut,16,,,,,,liturgy_pauline,58.9:1-10,Heb 9:1-10
1 Peter,1Pet,2,1,10,60.2:1-10,1Pet 2:1-10,1Pet 2:1-10,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 16,1,Tut,16,,,,,,liturgy_catholic,60.2:1-10,1Pet 2:1-10
Acts,Acts,9,31,43,44.9:31-43,Acts 9:31-43,Acts 9:31-43,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 16,1,Tut,16,,,,,,liturgy_acts,44.9:31-43,Acts 9:31-43
Psalms,Ps,65,1,2,19.65:1-2,Ps 65:1-2,Ps 65:1-2,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 16,1,Tut,16,,,,,,liturgy_psalm,19.65:1-2,Ps 65:1-2
Matthew,Matt,16,13,19,40.16:13-19,Matt 16:13-19,Matt 16:13-19,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 16,1,Tut,16,,,,,,liturgy_gospel,40.16:13-19,Matt 16:13-19
Psalms,Ps,4,6,8,19.4:6-8,Ps 4:6-8,Ps 4:6-8,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 17,1,Tut,17,,,,,,vespers_psalm,19.4:6-8,Ps 4:6-8
John,Jn,8,28,42,43.8:28-42,Jn 8:28-42,Jn 8:28-42,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 17,1,Tut,17,,,,,,vespers_gospel,43.8:28-42,Jn 8:28-42
Psalms,Ps,60,4,5,19.60:4-5,Ps 60:4-5,Ps 60:4-5,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 17,1,Tut,17,,,,,,matins_psalm,19.60:4-5,Ps 60:4-5
John,Jn,12,26,36,43.12:26-36,Jn 12:26-36,Jn 12:26-36,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 17,1,Tut,17,,,,,,matins_gospel,43.12:26-36,Jn 12:26-36
1 Corinthians,1Cor,1,17,31,46.1:17-31,1Cor 1:17-31,1Cor 1:17-31,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 17,1,Tut,17,,,,,,liturgy_pauline,46.1:17-31,1Cor 1:17-31
1 Peter,1Pet,2,11,25,60.2:11-25,1Pet 2:11-25,1Pet 2:11-25,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 17,1,Tut,17,,,,,,liturgy_catholic,60.2:11-25,1Pet 2:11-25
Acts,Acts,10,34,43,44.10:34-43,Acts 10:34-43,Acts 10:34-43,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 17,1,Tut,17,,,,,,liturgy_acts,44.10:34-43,Acts 10:34-43
Psalms,Ps,65,1,2,19.65:1-2,Ps 65:1-2,Ps 65:1-2,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 17,1,Tut,17,,,,,,liturgy_psalm,19.65:1-2,Ps 65:1-2
John,Jn,10,22,38,43.10:22-38,Jn 10:22-38,Jn 10:22-38,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 17,1,Tut,17,,,,,,liturgy_gospel,43.10:22-38,Jn 10:22-38
Psalms,Ps,99,9,9,"19.99:9,5",Ps 99:9,Ps 99:9,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 18,1,Tut,18,,,,,,vespers_psalm,"19.99:9,5","Ps 99:9,5"
Psalms,Ps,99,5,5,"19.99:9,5",Ps 99:5,Ps 99:5,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 18,1,Tut,18,,,,,,vespers_psalm,"19.99:9,5","Ps 99:9,5"
John,Jn,4,19,24,43.4:19-24,Jn 4:19-24,Jn 4:19-24,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 18,1,Tut,18,,,,,,vespers_gospel,43.4:19-24,Jn 4:19-24
Psalms,Ps,118,28,28,"19.118:28,16",Ps 118:28,Ps 118:28,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 18,1,Tut,18,,,,,,matins_psalm,"19.118:28,16","Ps 118:28,16"
Psalms,Ps,118,16,16,"19.118:28,16",Ps 118:16,Ps 118:16,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 18,1,Tut,18,,,,,,matins_psalm,"19.118:28,16","Ps 118:28,16"
John,Jn,3,14,21,43.3:14-21,Jn 3:14-21,Jn 3:14-21,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 18,1,Tut,18,,,,,,matins_gospel,43.3:14-21,Jn 3:14-21
Galatians,Gal,6,11,18,48.6:11-18,Gal 6:11-18,Gal 6:11-18,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 18,1,Tut,18,,,,,,liturgy_pauline,48.6:11-18,Gal 6:11-18
1 Peter,1Pet,1,3,12,60.1:3-12,1Pet 1:3-12,1Pet 1:3-12,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 18,1,Tut,18,,,,,,liturgy_catholic,60.1:3-12,1Pet 1:3-12
Acts,Acts,4,8,18,44.4:8-18,Acts 4:8-18,Acts 4:8-18,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 18,1,Tut,18,,,,,,liturgy_acts,44.4:8-18,Acts 4:8-18
Psalms,Ps,145,1,2,19.145:1-2,Ps 145:1-2,Ps 145:1-2,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 18,1,Tut,18,,,,,,liturgy_psalm,19.145:1-2,Ps 145:1-2
John,Jn,6,35,46,43.6:35-46,Jn 6:35-46,Jn 6:35-46,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 18,1,Tut,18,,,,,,liturgy_gospel,43.6:35-46,Jn 6:35-46
Psalms,Ps,45,6,6,"19.45:6,17",Ps 45:6,Ps 45:6,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 19,1,Tut,19,,,,,,vespers_psalm,"19.45:6,17","Ps 45:6,17"
Psalms,Ps,45,17,17,"19.45:6,17",Ps 45:17,Ps 45:17,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 19,1,Tut,19,,,,,,vespers_psalm,"19.45:6,17","Ps 45:6,17"
Matthew,Matt,16,21,26,40.16:21-26,Matt 16:21-26,Matt 16:21-26,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 19,1,Tut,19,,,,,,vespers_gospel,40.16:21-26,Matt 16:21-26
Psalms,Ps,74,2,2,"19.74:2,12",Ps 74:2,Ps 74:2,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 19,1,Tut,19,,,,,,matins_psalm,"19.74:2,12","Ps 74:2,12"
Psalms,Ps,74,12,12,"19.74:2,12",Ps 74:12,Ps 74:12,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 19,1,Tut,19,,,,,,matins_psalm,"19.74:2,12","Ps 74:2,12"
Mark,Mark,8,34,38,41.8:34-38*,Mark 8:34-38,Mark 8:34-38,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 19,1,Tut,19,,,,,,matins_gospel,41.8:34-38*@+41.9:1,Mark 8:34-38; Mark 9:1
Mark,Mark,9,1,1,41.9:1,Mark 9:1,Mark 9:1,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 19,1,Tut,19,,,,,,matins_gospel,41.8:34-38*@+41.9:1,Mark 8:34-38; Mark 9:1
Colossians,Col,2,6,19,51.2:6-19,Col 2:6-19,Col 2:6-19,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 19,1,Tut,19,,,,,,liturgy_pauline,51.2:6-19,Col 2:6-19
1 John,1Jn,5,13,21,62.5:13-21,1Jn 5:13-21,1Jn 5:13-21,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 19,1,Tut,19,,,,,,liturgy_catholic,62.5:13-21,1Jn 5:13-21
Acts,Acts,3,12,21,44.3:12-21,Acts 3:12-21,Acts 3:12-21,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 19,1,Tut,19,,,,,,liturgy_acts,44.3:12-21,Acts 3:12-21
Psalms,Ps,61,2,2,"19.61:2,3,5",Ps 61:2,Ps 61:2,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Tut 19,1,Tut,19,,,,,,liturgy_psalm,"19.61:2,3,5","Ps 61:2,3,5"
