day,hour,source_kind,source_family,source_file,source_line,source_page,order,reading_type,raw_ref,normalized_ref,parse_status,provenance_note
Wednesday,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,8091,320,8,Prophecy,Isaiah 59:1-17,Isa 59:1-17,parsed,St. Mary Ottawa Holy Pascha extracted text.
Wednesday,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,8133,322,9,Prophecy,Zechariah 11:11-14,Zech 11:11-14,parsed,St. Mary Ottawa Holy Pascha extracted text.
Wednesday,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,8190,325,10,Psalm,Psalm 41:5-7,Ps 41:5-7,parsed,St. Mary Ottawa Holy Pascha extracted text.
Wednesday,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,8208,326,11,Gospel,Matthew 26:3-16,Matt 26:3-16,parsed,St. Mary Ottawa Holy Pascha extracted text.
Wednesday,Eleventh Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,8334,330,1,Prophecy,Isaiah 28:16-29,Isa 28:16-29,parsed,St. Mary Ottawa Holy Pascha extracted text.
Wednesday,Eleventh Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,8419,334,2,Psalm,"Psalm 6:2, 3, 69:17","Ps 6:2,6:3,69:17",parsed,St. Mary Ottawa Holy Pascha extracted text.
Wednesday,Eleventh Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,8437,335,3,Gospel,John 12:27-36,Jn 12:27-36,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday Eve,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,8540,339,1,Prophecy,Ezekiel 43:5-11,Ezek 43:5-11,parsed,St. Mary Ottawa Holy Pascha extracted text.
Thursday Eve,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,8593,341,1,Psalm,"Psalm 69:1, 16","Ps 69:1,69:16",parsed,St. Mary Ottawa Holy Pascha extracted text.
Thursday Eve,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,8607,342,2,Gospel,John 10:17-21,Jn 10:17-21,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday Eve,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,8690,345,1,Prophecy,Amos 4:4-13,Amos 4:4-13,parsed,St. Mary Ottawa Holy Pascha extracted text.
Thursday Eve,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,8758,348,1,Psalm,"Psalm 55:21, 1","Ps 55:21,55:1",parsed,St. Mary Ottawa Holy Pascha extracted text.
Thursday Eve,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,8775,348,2,Gospel,Mark 14:3-11,Mark 14:3-11,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday Eve,Sixth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,8861,352,1,Prophecy,Amos 3:1-11,Amos 3:1-11,parsed,St. Mary Ottawa Holy Pascha extracted text.
Thursday Eve,Sixth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,8913,354,1,Psalm,"Psalm 140:1,2","Ps 140:1,140:2",parsed,St. Mary Ottawa Holy Pascha extracted text.
Thursday Eve,Sixth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,8926,355,2,Gospel,John 12:36-43,Jn 12:36-43,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday Eve,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,9049,359,1,Prophecy,Ezekiel 20:27-33,Ezek 20:27-33,parsed,St. Mary Ottawa Holy Pascha extracted text.
Thursday Eve,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,9080,361,1,Psalm,Psalm 7:1-2,Ps 7:1-2,parsed,St. Mary Ottawa Holy Pascha extracted text.
Thursday Eve,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,9100,362,2,Gospel,John 10:29-38,Jn 10:29-38,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday Eve,Eleventh Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,9194,365,1,Prophecy,Jeremiah 8:4-9,Jer 8:4-9,parsed,St. Mary Ottawa Holy Pascha extracted text.
Thursday Eve,Eleventh Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,9225,367,1,Psalm,"Psalm 62:7, 6","Ps 62:7,62:6",parsed,St. Mary Ottawa Holy Pascha extracted text.
Thursday Eve,Eleventh Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,9233,367,2,Gospel,John 12:44-50,Jn 12:44-50,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,9346,372,1,Prophecy,Exodus 17:8-16,Exod 17:8-16,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,9373,373,2,Prophecy,Exodus 15:23-16:3,Exod 15:23-16:3,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,9429,375,3,Prophecy,Isaiah 58:1-11,Isa 58:1-11,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,9458,376,4,Prophecy,Ezekiel 18:20-32,Ezek 18:20-32,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,9605,381,5,Acts,Acts 1:15-20,Acts 1:15-20,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,9710,386,6,Gospel,Luke 22:7-13,Lk 22:7-13,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,9808,389,1,Prophecy,Exodus 32:30-33:5,Exod 32:30-33:5,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,9854,391,2,Prophecy,Sirach 24:1-11,Sir 24:1-11,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,9876,392,3,Prophecy,Zechariah 9:11-14,Zech 9:11-14,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,9897,393,4,Prophecy,Proverbs 30:2-6,Prov 30:2-6,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,9920,394,5,Psalm,"Psalm 94:21, 23","Ps 94:21,94:23",parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,9934,395,6,Gospel,Matthew 26:17-19,Matt 26:17-19,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Sixth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,10028,398,1,Prophecy,Jeremiah 7:2-15,Jer 7:2-15,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Sixth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,10080,400,2,Prophecy,Ezekiel 20:39-44,Ezek 20:39-44,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Sixth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,10103,401,3,Prophecy,Sirach 23:7-14,Sir 23:7-14,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Sixth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,10126,402,4,Psalm,"Psalm 31:18, 13","Ps 31:18,31:13",parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Sixth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,10144,403,5,Gospel,Mark 14:12-16,Mark 14:12-16,parsed,St. Mary Ottawa Holy Pascha extracted text.
Thursday,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,10235,406,1,Prophecy,Genesis 22:1-19,Gen 22:1-19,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,10294,408,1,Prophecy,Isaiah 61:1-6,Isa 61:1-6,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,10315,409,2,Prophecy,Genesis 14:17-20,Gen 14:17-20,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,10351,410,3,Prophecy,Job 27:2-28:13,Job 27:2-28:13,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,10446,414,4,Psalm,Psalm 41:5-7,Ps 41:5-7,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,10462,415,5,Gospel,Matthew 26:3-16,Matt 26:3-16,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Liturgy of Blessing of the Water,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,10635,421,1,Prophecy,Genesis 18:1-23,Gen 18:1-23,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Liturgy of Blessing of the Water,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,10693,423,2,Prophecy,Proverbs 9:1-11,Prov 9:1-11,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Liturgy of Blessing of the Water,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,10741,425,3,Prophecy,Isaiah 4:2-4,Isa 4:2-4,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Liturgy of Blessing of the Water,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,10774,426,4,Prophecy,Isaiah 55:1-13-56:1,Isa 55:1-56:1,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Liturgy of Blessing of the Water,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,10802,428,5,Prophecy,Ezekiel 36:25-29,Ezek 36:25-29,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Liturgy of Blessing of the Water,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,10823,429,6,Prophecy,Ezekiel 47:1-9,Ezek 47:1-9,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Liturgy of Blessing of the Water,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,10904,431,7,Pauline,1 Timothy 4:9-5:10,1Tim 4:9-5:10,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Liturgy of Blessing of the Water,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,10949,433,8,Psalm,"Psalm 51:7, 10","Ps 51:7,51:10",parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Liturgy of Blessing of the Water,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,10973,434,9,Gospel,John 13:1-17,Jn 13:1-17,parsed,St. Mary Ottawa Holy Pascha extracted text.
the Covenant Thursday,Liturgy,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,11633,458,1,Pauline,1 Corinthians 11:23-34,1Cor 11:23-34,parsed,St. Mary Ottawa Holy Pascha extracted text.
the Covenant Thursday,Liturgy,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,11696,460,2,Psalm,"Psalm 23:5, 41:9","Ps 23:5,41:9",parsed,St. Mary Ottawa Holy Pascha extracted text.
the Covenant Thursday,Liturgy,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,11711,461,3,Gospel,Matthew 26:20-29,Matt 26:20-29,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Eleventh Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,11778,463,1,Prophecy,Isaiah 52:13-53:12,Isa 52:13-53:12,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Eleventh Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,11849,465,2,Prophecy,Isaiah 19:19-25,Isa 19:19-25,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Eleventh Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,11882,466,3,Prophecy,"Zechariah 12:11-14:1-3, 6-9","Zech 12:11-14:3,14:6-9",parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Eleventh Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,11943,469,4,Psalm,"Psalm 50:17,18","Ps 50:17,50:18",parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday,Eleventh Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,11952,469,5,Gospel,John 13:21-30,Jn 13:21-30,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday Eve,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,12097,475,2,Prophecy,Jeremiah 8:17-9:6,Jer 8:17-9:6,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,12153,477,1,Psalm,"Psalm 102:1, 8","Ps 102:1,102:8",parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,12168,478,2,Gospel,John 13:33-14:25,Jn 13:33-14:25,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,12251,481,3,Gospel,John 14:26-15:25,Jn 14:26-15:25,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,12353,484,4,Gospel,John 15:26-16:33,Jn 15:26-16:33,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,12448,487,5,Gospel,John 17:1-26,Jn 17:1-26,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday Eve,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,12592,493,2,Prophecy,Ezekiel 36:16-23,Ezek 36:16-23,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,12643,495,1,Psalm,"Psalm 55:21, 1","Ps 55:21,55:1",parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,12667,496,2,Gospel,Matthew 26:30-35,Matt 26:30-35,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,12696,497,3,Gospel,Mark 14:26-31,Mark 14:26-31,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,12727,498,4,Gospel,Luke 22:31-39,Lk 22:31-39,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,12747,499,5,Gospel,John 18:1-2,Jn 18:1-2,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday Eve,Sixth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,12821,502,2,Prophecy,Ezekiel 22:23-28,Ezek 22:23-28,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,Sixth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,12866,504,1,Psalm,"Psalm 59:1, 69:20","Ps 59:1,69:20",parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,Sixth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,12875,504,2,Gospel,Matthew 26:36-46,Matt 26:36-46,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,Sixth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,12916,506,3,Gospel,Mark 14:32-42,Mark 14:32-42,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,Sixth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,12950,507,4,Gospel,Luke 22:40-46,Lk 22:40-46,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,Sixth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,12972,508,5,Gospel,John 18:3-9,Jn 18:3-9,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday Eve,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,13076,511,2,Prophecy,Jeremiah 9:7-11,Jer 9:7-11,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,13099,512,1,Prophecy,Ezekiel 21:28-32,Ezek 21:28-32,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,13112,513,2,Psalm,"Psalm 28:3,4, 35:4","Ps 28:3,28:4,35:4",parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,13136,514,3,Gospel,Matthew 26:47-58,Matt 26:47-58,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,13168,515,4,Gospel,Mark 14:43-54,Mark 14:43-54,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,13200,516,5,Gospel,Luke 22:47-55,Lk 22:47-55,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,13230,517,6,Gospel,John 18:10-14,Jn 18:10-14,parsed,St. Mary Ottawa Holy Pascha extracted text.
Great Thursday Eve,Eleventh Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,13331,520,2,Prophecy,Isaiah 27:11-28:15,Isa 27:11-28:15,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,Eleventh Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,13402,523,1,Psalm,"Psalm 2:1-2, 4-5","Ps 2:1-2,2:4-5",parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,Eleventh Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,13422,524,2,Gospel,Matthew 26:59-75,Matt 26:59-75,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,Eleventh Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,13474,526,3,Gospel,Mark 14:55-72,Mark 14:55-72,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,Eleventh Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,13526,527,4,Gospel,Luke 22:56-65,Lk 22:56-65,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday Eve,Eleventh Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,13557,529,5,Gospel,John 18:15-27,Jn 18:15-27,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,13706,534,1,Prophecy,Deuteronomy 8:19-9:24,Deut 8:19-9:24,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,13815,538,2,Prophecy,Isaiah 1:2-9,Isa 1:2-9,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,13848,539,3,Prophecy,Isaiah 2:10-21,Isa 2:10-21,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,13875,540,4,Prophecy,Jeremiah 22:29-23:6,Jer 22:29-23:6,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,13900,541,5,Prophecy,Zechariah 11:14,Zech 11:14,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,13934,542,6,Prophecy,Isaiah 24:1-13,Isa 24:1-13,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,13962,543,7,Prophecy,Wisdom of Solomon 2:12-22,Wis 2:12-22,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,13988,544,8,Prophecy,Job 12:17-13:1,Job 12:17-13:1,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,14009,545,9,Prophecy,Zechariah 11:11-14,Zech 11:11-14,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,14060,547,10,Prophecy,Micah 7:1-8,Mic 7:1-8,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,14101,549,11,Pauline,1 Corinthians 1:23-2:5,1Cor 1:23-2:5,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,14158,551,12,Psalm,"Psalm 27:12, 35:11, 12, 16","Ps 27:12,35:11,35:12,35:16",parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,14176,552,13,Gospel,Matthew 27:1-14,Matt 27:1-14,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,14213,553,14,Gospel,Mark 15:1-5,Mark 15:1-5,parsed,St. Mary Ottawa Holy Pascha extracted text.
