testament,book,chapter,matched_reading_ref,identity_key,occasion_id,occasion_short_label,season,service,hour,slot,status,attesting_edition
New Testament,1 Peter,2,1Pet 2:1-10,rid_a35338e5e59379513f20,tut-15-01,Translocation of the Body of St. Stephen the Archdeacon,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:1-10,rid_a35338e5e59379513f20,tut-16-01,The Commemoration of the Consecration of the Sanctuaries of the church of Resurrection in Jerusalem,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:1-10,rid_a35338e5e59379513f20,tut-24-01,The Departure of St. Gregory the Ascetic,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:1-10,rid_a35338e5e59379513f20,abib-04-01,The Commemoration of the Relocation of the Relics of Sts. Apakir and John,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:1-10,rid_a35338e5e59379513f20,myron-consecration,myron_consecration,Special service,liturgy,,liturgy,current_public_or_local_reference,local package snapshot
New Testament,1 Peter,2,1Pet 2:1-25,rid_deefdeb7190c70487bdf,mesra-12,Mesra 12,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:1-25,rid_deefdeb7190c70487bdf,sunday-tout-17-feast-of-the-cross,"Sunday, Tout 17 (Feast of the Cross)",Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:1-25,rid_deefdeb7190c70487bdf,tout-17-feast-of-the-cross,Tout 17 (Feast of the Cross),Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:1-5,rid_12f25d953343e6721431,babah-01-01,The Martyrdom of Saint Anastasia,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:1-6,rid_67c072b2705a17ca8b8b,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,Great Lent,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:11-17,rid_9750d3df37674fadb541,abib-19-01,"The Martyrdom of Sts. Bidaba, Bishop of Qift, Anba Andrew, and Anba Christodoulas",Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:11-17,rid_9750d3df37674fadb541,abib-19-01,"The Martyrdom of Sts. Bidaba, Bishop of Qift, Anba Andrew, and Anba Christodoulas",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:11-17,rid_9750d3df37674fadb541,abib-30-01,The Martyrdom of Sts. Mercurius and Ephraem,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:11-17,rid_9750d3df37674fadb541,abib-30-01,The Martyrdom of Sts. Mercurius and Ephraem,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:11-17,rid_9750d3df37674fadb541,abib-8,Abib 8,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:11-17,rid_9750d3df37674fadb541,baramhat-01-01,The Departure of St. Narcissus,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:11-17,rid_9750d3df37674fadb541,baramhat-07-01,The Martyrdom of Sts. Philemon and Apollonius,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:11-17,rid_9750d3df37674fadb541,barmuda-13,Barmuda 13,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:11-17,rid_9750d3df37674fadb541,barmuda-4,Barmuda 4,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:11-17,rid_9750d3df37674fadb541,baunah-10-01,The Martyrdom of St. Dabamon,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:11-17,rid_9750d3df37674fadb541,baunah-22-01,"The Consecration of the Church of Sts. Cosmas, Damian, Their Mother, and Brothers",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:11-17,rid_9750d3df37674fadb541,baunah-30-01,"The Nativity of St. John, the Baptist",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:11-17,rid_9750d3df37674fadb541,hator-11,Hator 11,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:11-17,rid_9750d3df37674fadb541,hator-22,Hator 22,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:11-17,rid_9750d3df37674fadb541,hator-26,Hator 26,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:11-17,rid_9750d3df37674fadb541,hatur-22-01,"The Martyrdom of Saints Cosmas, Damian, Their Brothers and Their Mother",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:11-17,rid_9750d3df37674fadb541,hatur-26-01,"The Commemoration of the Martyrdom of the Sts. Valerian (Balaryanos) and Tiburcius (Thiborinos), His Brother",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:11-17,rid_9750d3df37674fadb541,mesra-20-01,The Martyrdom of the Seven Young Men of Ephesus,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:11-17,rid_9750d3df37674fadb541,mesra-20-01,The Martyrdom of the Seven Young Men of Ephesus,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:11-17,rid_9750d3df37674fadb541,mesra-26-01,The Martyrdom of St. Moses (Moisees) and his Sister Sarah,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:11-25,rid_f255dc86622c22f90539,baramhat-10-01,Commemoration Of the Appearance Of The Glorious Cross,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:11-25,rid_f255dc86622c22f90539,friday-of-the-second-week-of-great-lent-br-feast-of-the-cross-readings-of-10th-baramhat,Friday of the second week of Great Lent <br>(Feast of the Cross - Readings of 10th Baramhat),Great Lent,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:11-25,rid_f255dc86622c22f90539,holy-fifty-days-pentecost-cycle,Holy Fifty Days/Pentecost cycle,Holy Fifty Days,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:11-25,rid_f255dc86622c22f90539,mesra-12-01,The Commemoration of the Honorable Archangel Michael,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:11-25,rid_f255dc86622c22f90539,monday-of-the-first-week-of-the-holy-fifty-days,Monday of the first week of the holy fifty days,Holy Fifty Days,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:11-25,rid_f255dc86622c22f90539,monday-of-the-sixth-week-of-great-lent-br-feast-of-the-cross-readings-of-10th-baramhat,Monday of the sixth week of Great Lent <br>(Feast of the Cross - Readings of 10th Baramhat),Great Lent,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:11-25,rid_f255dc86622c22f90539,monday-of-the-third-week-of-great-lent-br-feast-of-the-cross-readings-of-10th-baramhat,Monday of the third week of Great Lent <br>(Feast of the Cross - Readings of 10th Baramhat),Great Lent,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:11-25,rid_f255dc86622c22f90539,saturday-of-the-third-week-of-great-lent-br-feast-of-the-cross-readings-of-10th-baramhat,Saturday of the third week of Great Lent <br>(Feast of the Cross - Readings of 10th Baramhat),Great Lent,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:11-25,rid_f255dc86622c22f90539,sunday-of-the-fifth-week-of-great-lent-br-feast-of-the-cross-readings-of-10th-baramhat,Sunday of the fifth week of Great Lent <br>(Feast of the Cross - Readings of 10th Baramhat),Great Lent,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:11-25,rid_f255dc86622c22f90539,sunday-of-the-fourth-week-of-great-lent-br-feast-of-the-cross-readings-of-10th-baramhat,Sunday of the fourth week of Great Lent <br>(Feast of the Cross - Readings of 10th Baramhat),Great Lent,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:11-25,rid_f255dc86622c22f90539,thursday-of-the-fifth-week-of-great-lent-br-feast-of-the-cross-readings-of-10th-baramhat,Thursday of the fifth week of Great Lent <br>(Feast of the Cross - Readings of 10th Baramhat),Great Lent,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:11-25,rid_f255dc86622c22f90539,thursday-of-the-fourth-week-of-great-lent-br-feast-of-the-cross-readings-of-10th-baramhat,Thursday of the fourth week of Great Lent <br>(Feast of the Cross - Readings of 10th Baramhat),Great Lent,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:11-25,rid_f255dc86622c22f90539,tuesday-of-the-second-week-of-great-lent-br-feast-of-the-cross-readings-of-10th-baramhat,Tuesday of the second week of Great Lent <br>(Feast of the Cross - Readings of 10th Baramhat),Great Lent,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:11-25,rid_f255dc86622c22f90539,tuesday-of-the-third-week-of-great-lent-br-feast-of-the-cross-readings-of-10th-baramhat,Tuesday of the third week of Great Lent <br>(Feast of the Cross - Readings of 10th Baramhat),Great Lent,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:11-25,rid_f255dc86622c22f90539,tut-17-01,The Feast of the Consecration of the Church of the Honorable Cross,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:11-25,rid_f255dc86622c22f90539,wednesday-of-the-fifth-week-of-great-lent-br-feast-of-the-cross-readings-of-10th-baramhat,Wednesday of the fifth week of Great Lent <br>(Feast of the Cross - Readings of 10th Baramhat),Great Lent,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:11-25,rid_f255dc86622c22f90539,wednesday-of-the-fourth-week-of-great-lent-br-feast-of-the-cross-readings-of-10th-baramhat,Wednesday of the fourth week of Great Lent <br>(Feast of the Cross - Readings of 10th Baramhat),Great Lent,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:18-25,rid_2c689744523478f2749d,abib-03-01,"The Departure of St. Kyrillos (Cyril) the First, the Twenty- Fourth Pope of Alexandria",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:18-25,rid_2c689744523478f2749d,amshir-07-01,"The Departure of St. Alexandros II, 43rd Pope of Alexandria",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:18-25,rid_2c689744523478f2749d,babah-11-01,"The Departure of St. James, Patriarch of Antioch",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:18-25,rid_2c689744523478f2749d,babah-17-01,The Departure of St. Dioscorus II 31st Pope of Alexandria,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:18-25,rid_2c689744523478f2749d,babah-02-01,"The Coming of Saint Severus, Patriarch of Antioch, to Egypt",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:18-25,rid_2c689744523478f2749d,baramhat-22-01,"The Departure of St. Kyrellos (Cyril), Bishop of Jerusalem",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:18-25,rid_2c689744523478f2749d,barmuda-12,Barmuda 12,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:18-25,rid_2c689744523478f2749d,barmuda-3,Barmuda 3,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:18-25,rid_2c689744523478f2749d,bashans-30-01,"The Departure of Pope Mikhail the First, the 68th. Patriarch of Alexandria",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:18-25,rid_2c689744523478f2749d,bashans-07-01,The Departure of St. Athanasius the Apostolic the 20th. Pope of Alexandria,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:18-25,rid_2c689744523478f2749d,baunah-28-01,"The Departure of St. Theodosius, 33rd Pope of Alexandria",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:18-25,rid_2c689744523478f2749d,hatur-01-01,"The Martyrdom of the Saints Maximus, Numitius, Victor (Boctor), and Philip (Philopus)",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:18-25,rid_2c689744523478f2749d,hatur-13-01,"The Departure of St. Timothy, Bishop of Ansena (Antinoe)",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:18-25,rid_2c689744523478f2749d,hatur-30-01,"The Departure of St. Acacius, Patriarch of Constantinople",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:18-25,rid_2c689744523478f2749d,kiyahk-06-01,"The Departure of St. Abraam (Abraham), Ebn-Zaraa, 62nd Pope of Alexandria",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:18-25,rid_2c689744523478f2749d,mesra-18-01,"The Departure of St. Alexander, Patriarch of Constantinople",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:18-25,rid_2c689744523478f2749d,tubah-02-01,"The Departure of St. Theonas, 16th Pope of Alexandria",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:18-25,rid_2c689744523478f2749d,tubah-08-01,The Consecration of St. Macarius' Church,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:18-25,rid_2c689744523478f2749d,tut-03-01,A Council held in the city of Alexandria,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:18-25,rid_2c689744523478f2749d,tut-07-01,"The Martyrdom of Sts. Agathon, Peter, John, Amun and Amuna and Their Mother, Rebecca",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,2,1Pet 2:18-3:7,rid_51f9180dcac22661db40,abib-14,Abib 14,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:18-3:7,rid_51f9180dcac22661db40,abib-3,Abib 3,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:18-3:7,rid_51f9180dcac22661db40,baba-11,Baba 11,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:18-3:7,rid_51f9180dcac22661db40,baba-17,Baba 17,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:18-3:7,rid_51f9180dcac22661db40,baba-2,Baba 2,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:18-3:7,rid_51f9180dcac22661db40,bashons-30,Bashons 30,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:18-3:7,rid_51f9180dcac22661db40,hator-1,Hator 1,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:18-3:7,rid_51f9180dcac22661db40,hator-13,Hator 13,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:18-3:7,rid_51f9180dcac22661db40,hator-30,Hator 30,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:18-3:7,rid_51f9180dcac22661db40,kiak-6,Kiak 6,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:18-3:7,rid_51f9180dcac22661db40,mesra-18,Mesra 18,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:18-3:7,rid_51f9180dcac22661db40,paona-28,Paona 28,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:18-3:7,rid_51f9180dcac22661db40,the-third-sunday-of-mesra,The third Sunday of Mesra,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:18-3:7,rid_51f9180dcac22661db40,toba-2,Toba 2,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:18-3:7,rid_51f9180dcac22661db40,toba-8,Toba 8,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:18-3:7,rid_51f9180dcac22661db40,tout-3,Tout 3,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,2,1Pet 2:18-3:7,rid_51f9180dcac22661db40,tout-7,Tout 7,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,3,1Pet 3:1-7,rid_5d4036fe50c9b3b18f71,abib-03-01,"The Departure of St. Kyrillos (Cyril) the First, the Twenty- Fourth Pope of Alexandria",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,3,1Pet 3:1-7,rid_5d4036fe50c9b3b18f71,amshir-07-01,"The Departure of St. Alexandros II, 43rd Pope of Alexandria",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,3,1Pet 3:1-7,rid_5d4036fe50c9b3b18f71,babah-11-01,"The Departure of St. James, Patriarch of Antioch",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,3,1Pet 3:1-7,rid_5d4036fe50c9b3b18f71,babah-17-01,The Departure of St. Dioscorus II 31st Pope of Alexandria,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,3,1Pet 3:1-7,rid_5d4036fe50c9b3b18f71,babah-02-01,"The Coming of Saint Severus, Patriarch of Antioch, to Egypt",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,3,1Pet 3:1-7,rid_5d4036fe50c9b3b18f71,baramhat-22-01,"The Departure of St. Kyrellos (Cyril), Bishop of Jerusalem",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,3,1Pet 3:1-7,rid_5d4036fe50c9b3b18f71,barmuda-12,Barmuda 12,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,3,1Pet 3:1-7,rid_5d4036fe50c9b3b18f71,barmuda-3,Barmuda 3,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,3,1Pet 3:1-7,rid_5d4036fe50c9b3b18f71,bashans-30-01,"The Departure of Pope Mikhail the First, the 68th. Patriarch of Alexandria",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,3,1Pet 3:1-7,rid_5d4036fe50c9b3b18f71,bashans-07-01,The Departure of St. Athanasius the Apostolic the 20th. Pope of Alexandria,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,3,1Pet 3:1-7,rid_5d4036fe50c9b3b18f71,baunah-28-01,"The Departure of St. Theodosius, 33rd Pope of Alexandria",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,3,1Pet 3:1-7,rid_5d4036fe50c9b3b18f71,hatur-01-01,"The Martyrdom of the Saints Maximus, Numitius, Victor (Boctor), and Philip (Philopus)",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,3,1Pet 3:1-7,rid_5d4036fe50c9b3b18f71,hatur-13-01,"The Departure of St. Timothy, Bishop of Ansena (Antinoe)",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,3,1Pet 3:1-7,rid_5d4036fe50c9b3b18f71,hatur-30-01,"The Departure of St. Acacius, Patriarch of Constantinople",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,3,1Pet 3:1-7,rid_5d4036fe50c9b3b18f71,kiyahk-06-01,"The Departure of St. Abraam (Abraham), Ebn-Zaraa, 62nd Pope of Alexandria",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,3,1Pet 3:1-7,rid_5d4036fe50c9b3b18f71,mesra-18-01,"The Departure of St. Alexander, Patriarch of Constantinople",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
