study_slug,testament,book,chapter,study_passages,matched_reading_ref,identity_key,occasion_id,occasion_short_label,collection_type,season,service,hour,slot,bridge_basis,confidence,status,attesting_edition,hour_theme,homily_ref,occurrence_count_for_this_passage
hosea-6-on-the-third-day-he-will-raise-us-up,Old Testament,Hosea,6,Hosea 6,Hos 5:13-6:3,rid_2397fc80704f44df38d6,wednesday-of-holy-pascha,Wednesday of Holy Pascha,,Pascha / Holy Week,First Hour,First Hour,prophecy,missing,,current_confirmed_coptic_reader,"manual Coptic Reader fixture supplied by George, 2026-06-15",the beginning of the day and watchfulness,,1
hosea-9-10-fruit-for-the-self,Old Testament,Hosea,9,Hosea 9; Hosea 10,Hos 10:12-15,rid_5aa65ef9c811a749bc66,monday-eve,Monday Eve,,Pascha / Holy Week,Ninth Hour,Ninth Hour,OT1,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the saving death of Christ and repentance,,1
hosea-9-10-fruit-for-the-self,Old Testament,Hosea,9,Hosea 9; Hosea 10,Hos 10:12-15,rid_5aa65ef9c811a749bc66,tuesday-eve,Tuesday Eve,,Pascha / Holy Week,Ninth Hour,Ninth Hour,OT1,missing,,historical_candidate_removed,local repo snapshot of pierresaid Katameros API SQLite database,the saving death of Christ and repentance,,1
hosea-9-10-fruit-for-the-self,Old Testament,Hosea,9,Hosea 9; Hosea 10,Hos 9:14-10:2,rid_aea37d12f9fcde6a714f,wednesday-eve,Wednesday Eve,,Pascha / Holy Week,Ninth Hour,Ninth Hour,Prophecy,missing,,historical_witness,"Lent 1734 A.M., 2018 A.D. eBook extracted text",the saving death of Christ and repentance,,1
hosea-9-10-fruit-for-the-self,Old Testament,Hosea,9,Hosea 9; Hosea 10,Hos 10:12-11:2,rid_bfa3449dafe309ebcb10,tuesday-eve,Tuesday Eve,,Pascha / Holy Week,Ninth Hour,Ninth Hour,OT1,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the saving death of Christ and repentance,,1
isaiah-1-vision-of-sinful-judah,Old Testament,Isaiah,1,Isaiah 1,Isa 1:1-9,rid_3653df6dccdcc78ae8c7,tuesday,Tuesday,,Pascha / Holy Week,Sixth Hour,Sixth Hour,OT3,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the Cross and the Lord's willing suffering,,1
isaiah-1-vision-of-sinful-judah,Old Testament,Isaiah,1,Isaiah 1,Isa 1:2-9,rid_4c5e32ae725adad6fccd,good-friday,Good Friday,,Pascha / Holy Week,First Hour,First Hour,OT2,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the beginning of the day and watchfulness,,1
isaiah-1-vision-of-sinful-judah,Old Testament,Isaiah,1,Isaiah 1,Isa 1:19-25,rid_daa1fa465e092161ee7e,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-1-vision-of-sinful-judah,Old Testament,Isaiah,1,Isaiah 1,Isa 1:2-18,rid_e6af0766ab457676feb2,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-13-14-babylon-and-the-fallen-tyrant,Old Testament,Isaiah,13,Isaiah 13; Isaiah 14,Isa 12:2-13:10,rid_10578ba445da60f939f0,good-friday,Good Friday,,Pascha / Holy Week,Sixth Hour,Sixth Hour,OT3,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the Cross and the Lord's willing suffering,,1
isaiah-13-14-babylon-and-the-fallen-tyrant,Old Testament,Isaiah,13,Isaiah 13; Isaiah 14,Isa 13:2-13,rid_345ec4159fec4bfb52b2,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-13-14-babylon-and-the-fallen-tyrant,Old Testament,Isaiah,13,Isaiah 13; Isaiah 14,Isa 14:24-32,rid_f9d721dc98af6d7d345b,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-19-20-egypt-humbled-and-healed,Old Testament,Isaiah,19,Isaiah 19; Isaiah 20,Isa 19:19-25,rid_c07f2d7123e4d534e97d,great-thursday,Great Thursday,,Pascha / Holy Week,Eleventh Hour,Eleventh Hour,OT2,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the late call to repentance and mercy,,1
isaiah-2-4-zion-judgment-and-the-branch,Old Testament,Isaiah,2,Isaiah 2; Isaiah 3; Isaiah 4,Isa 3:1-14,rid_1ebd99d5b80b35e4c5e1,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-2-4-zion-judgment-and-the-branch,Old Testament,Isaiah,2,Isaiah 2; Isaiah 3; Isaiah 4,Isa 3:9-15,rid_2d7636b67c778e36f4c5,good-friday,Good Friday,,Pascha / Holy Week,Third Hour,Third Hour,OT3,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the descent of the Holy Spirit and the trial of the heart,,1
isaiah-2-4-zion-judgment-and-the-branch,Old Testament,Isaiah,2,Isaiah 2; Isaiah 3; Isaiah 4,Isa 3:5-12,rid_2f2ca45446d156914dd8,good-friday,Good Friday,,Pascha / Holy Week,Eleventh Hour,Eleventh Hour,OT2,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the late call to repentance and mercy,,1
isaiah-2-4-zion-judgment-and-the-branch,Old Testament,Isaiah,2,Isaiah 2; Isaiah 3; Isaiah 4,Isa 2:3-11,rid_9c393f2824bed58f1a9f,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-2-4-zion-judgment-and-the-branch,Old Testament,Isaiah,2,Isaiah 2; Isaiah 3; Isaiah 4,Isa 2:11-19,rid_a3cfd4d13a9e55f578b2,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-2-4-zion-judgment-and-the-branch,Old Testament,Isaiah,2,Isaiah 2; Isaiah 3; Isaiah 4,Isa 2:1-3,rid_b56f3da7126f7979db10,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-2-4-zion-judgment-and-the-branch,Old Testament,Isaiah,2,Isaiah 2; Isaiah 3; Isaiah 4,Isa 4:2-5,rid_d5651e629edb1dc48704,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-2-4-zion-judgment-and-the-branch,Old Testament,Isaiah,2,Isaiah 2; Isaiah 3; Isaiah 4,Isa 2:10-21,rid_e69cf669f4becb218ff3,good-friday,Good Friday,,Pascha / Holy Week,First Hour,First Hour,OT3,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the beginning of the day and watchfulness,,1
isaiah-2-4-zion-judgment-and-the-branch,Old Testament,Isaiah,2,Isaiah 2; Isaiah 3; Isaiah 4,Isa 4:2-4,rid_f3a1ac3a67cfbdaf1456,great-thursday,Great Thursday,,Pascha / Holy Week,Liturgy of Blessing of the Water,Liturgy of Blessing of the Water,Prophecy,missing,,historical_witness,"Lent 1734 A.M., 2018 A.D. eBook extracted text",,,1
isaiah-24-27-apocalypse-feast-and-resurrection-hope,Old Testament,Isaiah,24,Isaiah 24; Isaiah 25; Isaiah 26; Isaiah 27,Isa 24:1-13,rid_242bbbab85a3f359203a,good-friday,Good Friday,,Pascha / Holy Week,First Hour,First Hour,OT5,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the beginning of the day and watchfulness,,1
isaiah-24-27-apocalypse-feast-and-resurrection-hope,Old Testament,Isaiah,24,Isaiah 24; Isaiah 25; Isaiah 26; Isaiah 27,Isa 26:21-27,rid_5c40444db14df63b23a8,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,2
isaiah-24-27-apocalypse-feast-and-resurrection-hope,Old Testament,Isaiah,24,Isaiah 24; Isaiah 25; Isaiah 26; Isaiah 27,Isa 25:1-12,rid_8e142dce9dfba9abf968,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-24-27-apocalypse-feast-and-resurrection-hope,Old Testament,Isaiah,24,Isaiah 24; Isaiah 25; Isaiah 26; Isaiah 27,Isa 25:1-12,rid_8e142dce9dfba9abf968,praises-of-the-prophets,PRAISES OF THE PROPHETS,,Pascha / Holy Week,Midnight Praises,,Second Prayer of Isaiah,missing,,current_public_or_local_reference,local package snapshot,,,1
isaiah-24-27-apocalypse-feast-and-resurrection-hope,Old Testament,Isaiah,24,Isaiah 24; Isaiah 25; Isaiah 26; Isaiah 27,Isa 26:1-9,rid_bb48bc796b8760df10fa,praises-of-the-prophets,PRAISES OF THE PROPHETS,,Pascha / Holy Week,Midnight Praises,,Third Prayer of Isaiah,missing,,current_public_or_local_reference,local package snapshot,,,1
isaiah-24-27-apocalypse-feast-and-resurrection-hope,Old Testament,Isaiah,24,Isaiah 24; Isaiah 25; Isaiah 26; Isaiah 27,Isa 26:1-8,rid_c284a54c620f3367324c,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-24-27-apocalypse-feast-and-resurrection-hope,Old Testament,Isaiah,24,Isaiah 24; Isaiah 25; Isaiah 26; Isaiah 27,Isa 27:11-28:15,rid_d0c31ecd81d3e2ebb47a,great-thursday-eve,Great Thursday Eve,,Pascha / Holy Week,Eleventh Hour,Eleventh Hour,OT1,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the late call to repentance and mercy,,1
isaiah-24-27-apocalypse-feast-and-resurrection-hope,Old Testament,Isaiah,24,Isaiah 24; Isaiah 25; Isaiah 26; Isaiah 27,Isa 26:9-20,rid_e013d16647a0acb4732f,funeral,funeral,,Special service,part_3,,part_3,missing,,current_public_or_local_reference,local package snapshot,,,1
isaiah-24-27-apocalypse-feast-and-resurrection-hope,Old Testament,Isaiah,24,Isaiah 24; Isaiah 25; Isaiah 26; Isaiah 27,Isa 26:9-20,rid_e013d16647a0acb4732f,praises-of-the-prophets,PRAISES OF THE PROPHETS,,Pascha / Holy Week,Midnight Praises,,First Prayer of Isaiah,missing,,current_public_or_local_reference,local package snapshot,,,1
isaiah-28-29-woe-to-pride-and-blind-worship,Old Testament,Isaiah,28,Isaiah 28; Isaiah 29,Isa 28:14-22,rid_13581b8cbe1df6d4a06c,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-28-29-woe-to-pride-and-blind-worship,Old Testament,Isaiah,28,Isaiah 28; Isaiah 29,Isa 28:16-29,rid_277b3bf74110c25ffb6e,wednesday,Wednesday,,Pascha / Holy Week,Eleventh Hour,Eleventh Hour,OT1,missing,,current_confirmed_by_fixture_equivalence,local repo snapshot of pierresaid Katameros API SQLite database,the late call to repentance and mercy,,1
isaiah-28-29-woe-to-pride-and-blind-worship,Old Testament,Isaiah,28,Isaiah 28; Isaiah 29,Isa 28:16-29,rid_277b3bf74110c25ffb6e,wednesday-of-holy-pascha,Wednesday of Holy Pascha,,Pascha / Holy Week,Eleventh Hour,Eleventh Hour,prophecy,missing,,current_confirmed_coptic_reader,"manual Coptic Reader fixture supplied by George, 2026-06-15",the late call to repentance and mercy,,1
isaiah-28-29-woe-to-pride-and-blind-worship,Old Testament,Isaiah,28,Isaiah 28; Isaiah 29,Isa 29:12-23,rid_5113dd5a8828bded1acd,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-28-29-woe-to-pride-and-blind-worship,Old Testament,Isaiah,28,Isaiah 28; Isaiah 29,Isa 27:11-28:15,rid_d0c31ecd81d3e2ebb47a,great-thursday-eve,Great Thursday Eve,,Pascha / Holy Week,Eleventh Hour,Eleventh Hour,OT1,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the late call to repentance and mercy,,1
isaiah-30-31-woe-to-egypt-trust,Old Testament,Isaiah,30,Isaiah 30; Isaiah 31,Isa 30:25-30,rid_e26edbf31ba81691553f,tuesday,Tuesday,,Pascha / Holy Week,Eleventh Hour,Eleventh Hour,Prophecy,missing,,historical_witness,"Lent 1734 A.M., 2018 A.D. eBook extracted text",the late call to repentance and mercy,,1
isaiah-36-39-hezekiah-assyria-and-babylon,Old Testament,Isaiah,36,Isaiah 36; Isaiah 37; Isaiah 38; Isaiah 39,Isa 37:33-38,rid_2a7ec8679d59a9d7d69e,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-36-39-hezekiah-assyria-and-babylon,Old Testament,Isaiah,36,Isaiah 36; Isaiah 37; Isaiah 38; Isaiah 39,Isa 38:10-20,rid_796d3974d64c02889ca1,praises-of-the-prophets,PRAISES OF THE PROPHETS,,Pascha / Holy Week,Midnight Praises,,Prayer of Hezekiah,missing,,current_public_or_local_reference,local package snapshot,,,1
isaiah-36-39-hezekiah-assyria-and-babylon,Old Testament,Isaiah,36,Isaiah 36; Isaiah 37; Isaiah 38; Isaiah 39,Isa 38:1-6,rid_bf915f5f1529658abed4,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-40-comfort-my-people,Old Testament,Isaiah,40,Isaiah 40,Isa 40:1-5,rid_07a98121b2a6c00d24d1,monday,Monday,,Pascha / Holy Week,Ninth Hour,Ninth Hour,OT2,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the saving death of Christ and repentance,,1
isaiah-40-comfort-my-people,Old Testament,Isaiah,40,Isaiah 40,Isa 40:1-5,rid_07a98121b2a6c00d24d1,tuesday,Tuesday,,Pascha / Holy Week,Ninth Hour,Ninth Hour,OT2,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the saving death of Christ and repentance,,1
isaiah-40-comfort-my-people,Old Testament,Isaiah,40,Isaiah 40,Isa 40:9-31,rid_4d92d06751339ef3ceae,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-40-comfort-my-people,Old Testament,Isaiah,40,Isaiah 40,Isa 40:9-31,rid_4d92d06751339ef3ceae,tuesday,Tuesday,,Pascha / Holy Week,Ninth Hour,Ninth Hour,Prophecy,missing,,historical_witness,"Lent 1734 A.M., 2018 A.D. eBook extracted text",the saving death of Christ and repentance,,1
isaiah-40-comfort-my-people,Old Testament,Isaiah,40,Isaiah 40,Isa 40:1-8,rid_aabd8eede1db1452040d,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-41-42-servant-and-deliverance,Old Testament,Isaiah,41,Isaiah 41; Isaiah 42,Isa 41:4-14,rid_093d5eedb086e29ebc63,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-41-42-servant-and-deliverance,Old Testament,Isaiah,41,Isaiah 41; Isaiah 42,Isa 42:5-16,rid_d6f2833271b2dfe3f053,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-43-44-new-exodus-and-true-god,Old Testament,Isaiah,43,Isaiah 43; Isaiah 44,Isa 43:1-9,rid_5de3b57a8eb2e60b67f9,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-43-44-new-exodus-and-true-god,Old Testament,Isaiah,43,Isaiah 43; Isaiah 44,Isa 44:21-28,rid_b95b0c7cd2e5bb5f1850,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-43-44-new-exodus-and-true-god,Old Testament,Isaiah,43,Isaiah 43; Isaiah 44,Isa 44:1-8,rid_d83435172422f2c9d401,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-43-44-new-exodus-and-true-god,Old Testament,Isaiah,43,Isaiah 43; Isaiah 44,Isa 43:10-28,rid_f28943ae9157d9dc17c8,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-45-46-cyrus-and-the-lord-alone,Old Testament,Isaiah,45,Isaiah 45; Isaiah 46,Isa 45:11-17,rid_37669df5f667d06d5932,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-45-46-cyrus-and-the-lord-alone,Old Testament,Isaiah,45,Isaiah 45; Isaiah 46,Isa 45:1-10,rid_cd2f7760728190e1ee8a,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-45-46-cyrus-and-the-lord-alone,Old Testament,Isaiah,45,Isaiah 45; Isaiah 46,Isa 45:15-20,rid_f9c44ef673989a2ef9c9,9th-hour,9TH HOUR,,Pascha / Holy Week,9th Hour,9th Hour,Prophecy,missing,,current_public_or_local_reference,local package snapshot,,,1
isaiah-47-48-babylon-falls-and-israel-called,Old Testament,Isaiah,47,Isaiah 47; Isaiah 48,Isa 48:1-6,rid_0454a5416c3e8f3cf699,wednesday-ninth-hour,Wednesday | Ninth Hour,,Pascha / Holy Week,Ninth Hour,Ninth Hour,Prophecy,missing,,historical_candidate_removed,"Lent 1734 A.M., 2018 A.D. eBook extracted text",the saving death of Christ and repentance,,1
isaiah-47-48-babylon-falls-and-israel-called,Old Testament,Isaiah,47,Isaiah 47; Isaiah 48,Isa 48:12-22,rid_308d53d2c6f594fc6484,hosanna-sunday,Hosanna Sunday,,Pascha / Holy Week,Eleventh Hour,Eleventh Hour,Prophecy,missing,,historical_witness,"Lent 1734 A.M., 2018 A.D. eBook extracted text",the late call to repentance and mercy,,1
isaiah-47-48-babylon-falls-and-israel-called,Old Testament,Isaiah,47,Isaiah 47; Isaiah 48,Isa 48:17-22,rid_fb3286a3b716be3bc566,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-49-50-servant-mission-and-obedience,Old Testament,Isaiah,49,Isaiah 49; Isaiah 50,Isa 49:1-4,rid_23e796cf24baa1d2420a,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-49-50-servant-mission-and-obedience,Old Testament,Isaiah,49,Isaiah 49; Isaiah 50,Isa 49:6-10,rid_2c6dd9c4ccd8693052d7,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-49-50-servant-mission-and-obedience,Old Testament,Isaiah,49,Isaiah 49; Isaiah 50,Isa 50:10-51:8,rid_71b3fe84003b92418b6f,6th-hour,6TH HOUR,,Pascha / Holy Week,6th Hour,6th Hour,Prophecy,missing,,current_public_or_local_reference,local package snapshot,,,1
isaiah-49-50-servant-mission-and-obedience,Old Testament,Isaiah,49,Isaiah 49; Isaiah 50,Isa 50:1-3,rid_d5c12afc31445328b9db,monday,Monday,,Pascha / Holy Week,Eleventh Hour,Eleventh Hour,OT1,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the late call to repentance and mercy,,1
isaiah-49-50-servant-mission-and-obedience,Old Testament,Isaiah,49,Isaiah 49; Isaiah 50,Isa 50:1-3,rid_d5c12afc31445328b9db,tuesday,Tuesday,,Pascha / Holy Week,Eleventh Hour,Eleventh Hour,OT1,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the late call to repentance and mercy,,1
isaiah-49-50-servant-mission-and-obedience,Old Testament,Isaiah,49,Isaiah 49; Isaiah 50,Isa 50:4-9,rid_d6e8dfd11429bf871d5d,good-friday,Good Friday,,Pascha / Holy Week,Third Hour,Third Hour,OT2,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the descent of the Holy Spirit and the trial of the heart,,1
isaiah-49-servant-light-to-the-nations-and-zion-remembered,Old Testament,Isaiah,49,Isaiah 49,Isa 49:1-4,rid_23e796cf24baa1d2420a,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-49-servant-light-to-the-nations-and-zion-remembered,Old Testament,Isaiah,49,Isaiah 49,Isa 49:6-10,rid_2c6dd9c4ccd8693052d7,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-5-the-vineyard-song,Old Testament,Isaiah,5,Isaiah 5,Isa 5:17-25,rid_498c51b39c251a62bdad,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-5-the-vineyard-song,Old Testament,Isaiah,5,Isaiah 5,Isa 5:1-9,rid_613a5f1b1a33e624d353,monday,Monday,,Pascha / Holy Week,First Hour,First Hour,OT2,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the beginning of the day and watchfulness,,1
isaiah-5-the-vineyard-song,Old Testament,Isaiah,5,Isaiah 5,Isa 5:7-16,rid_a89e94473ae8cf0f2831,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
isaiah-5-the-vineyard-song,Old Testament,Isaiah,5,Isaiah 5,Isa 5:20-30,rid_dea460583107611686de,monday,Monday,,Pascha / Holy Week,Third Hour,Third Hour,OT1,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the descent of the Holy Spirit and the trial of the heart,,1
isaiah-5-the-vineyard-song,Old Testament,Isaiah,5,Isaiah 5,Isa 5:20-30,rid_dea460583107611686de,tuesday,Tuesday,,Pascha / Holy Week,Third Hour,Third Hour,OT1,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the descent of the Holy Spirit and the trial of the heart,,1
isaiah-50-the-obedient-suffering-servant,Old Testament,Isaiah,50,Isaiah 50,Isa 50:10-51:8,rid_71b3fe84003b92418b6f,6th-hour,6TH HOUR,,Pascha / Holy Week,6th Hour,6th Hour,Prophecy,missing,,current_public_or_local_reference,local package snapshot,,,1
isaiah-50-the-obedient-suffering-servant,Old Testament,Isaiah,50,Isaiah 50,Isa 50:1-3,rid_d5c12afc31445328b9db,monday,Monday,,Pascha / Holy Week,Eleventh Hour,Eleventh Hour,OT1,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the late call to repentance and mercy,,1
isaiah-50-the-obedient-suffering-servant,Old Testament,Isaiah,50,Isaiah 50,Isa 50:1-3,rid_d5c12afc31445328b9db,tuesday,Tuesday,,Pascha / Holy Week,Eleventh Hour,Eleventh Hour,OT1,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the late call to repentance and mercy,,1
isaiah-50-the-obedient-suffering-servant,Old Testament,Isaiah,50,Isaiah 50,Isa 50:4-9,rid_d6e8dfd11429bf871d5d,good-friday,Good Friday,,Pascha / Holy Week,Third Hour,Third Hour,OT2,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the descent of the Holy Spirit and the trial of the heart,,1
isaiah-51-52-zion-awake-and-good-news,Old Testament,Isaiah,51,Isaiah 51; Isaiah 52,Isa 52:13-53:12,rid_03fafca6599b3a156cd0,great-thursday,Great Thursday,,Pascha / Holy Week,Eleventh Hour,Eleventh Hour,OT1,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the late call to repentance and mercy,,1
isaiah-51-52-zion-awake-and-good-news,Old Testament,Isaiah,51,Isaiah 51; Isaiah 52,Isa 50:10-51:8,rid_71b3fe84003b92418b6f,6th-hour,6TH HOUR,,Pascha / Holy Week,6th Hour,6th Hour,Prophecy,missing,,current_public_or_local_reference,local package snapshot,,,1
isaiah-53-the-suffering-servant,Old Testament,Isaiah,53,Isaiah 53,Isa 52:13-53:12,rid_03fafca6599b3a156cd0,great-thursday,Great Thursday,,Pascha / Holy Week,Eleventh Hour,Eleventh Hour,OT1,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the late call to repentance and mercy,,1
