study_slug,testament,book,chapter,study_passages,matched_reading_ref,identity_key,occasion_id,occasion_short_label,collection_type,season,service,hour,slot,bridge_basis,confidence,status,attesting_edition,hour_theme,homily_ref,occurrence_count_for_this_passage
psalm-72-lxx-71-the-king-of-peace-and-the-poor,Old Testament,Psalms,72,Psalm 72,Ps 72:15 (LXX Ps 71:15),rid_e8eced48c530d5606657,kiyahk-29-01,The Feast of the Nativity of Our Lord Jesus Christ (Christmas),foundational-27-kiyahk-29,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,explicit,high,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,"Ps 73:23-24,73:28 (LXX Ps 72:23-24; Ps 72:28)",rid_2e1d16bb2b56991c68e5,amshir-18,Amshir 18,,Annual / fixed or ordinary cycle,Liturgy,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,the Eucharistic gathering of the Church,,3
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,"Ps 73:23-24,73:28 (LXX Ps 72:23-24; Ps 72:28)",rid_2e1d16bb2b56991c68e5,fast-of-nineveh,Fast of Nineveh,,Annual / fixed or ordinary cycle,Liturgy,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,the Eucharistic gathering of the Church,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,"Ps 73:23-24,73:28 (LXX Ps 72:23-24; Ps 72:28)",rid_2e1d16bb2b56991c68e5,kiak-1,Kiak 1,,Annual / fixed or ordinary cycle,Liturgy,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,the Eucharistic gathering of the Church,,14
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,abib-03-01,"The Departure of St. Kyrillos (Cyril) the First, the Twenty- Fourth Pope of Alexandria",foundational-54-abib-03,Annual / fixed or ordinary cycle,Matins,,Psalm,explicit,high,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,14
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,abib-03-01,"The Departure of St. Kyrillos (Cyril) the First, the Twenty- Fourth Pope of Alexandria",foundational-54-abib-03,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,explicit,high,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,abib-14,Abib 14,,Annual / fixed or ordinary cycle,Matins,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,14
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,amshir-07-01,"The Departure of St. Alexandros II, 43rd Pope of Alexandria",,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,amshir-14-01,"The Departure of St. Severus, Patriarch of Antioch",,Annual / fixed or ordinary cycle,Liturgy,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,the Eucharistic gathering of the Church,,4
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,amshir-14-01,"The Departure of St. Severus, Patriarch of Antioch",,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,amshir-18-01,"The Departure of St. Malatius the Confessor, Patriarch of Antioch",,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,amshir-27-01,"The Departure of St. Eustathius, Patriarch of Antioch",,Annual / fixed or ordinary cycle,Liturgy,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,the Eucharistic gathering of the Church,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,amshir-27-01,"The Departure of St. Eustathius, Patriarch of Antioch",,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,babah-02-01,"The Coming of Saint Severus, Patriarch of Antioch, to Egypt",,Annual / fixed or ordinary cycle,Matins,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,15
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,babah-02-01,"The Coming of Saint Severus, Patriarch of Antioch, to Egypt",,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,babah-03-01,"The Departure of St. Simon II, 51st Pope of the See of St. Mark",,Annual / fixed or ordinary cycle,Liturgy,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,the Eucharistic gathering of the Church,,13
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,babah-03-01,"The Departure of St. Simon II, 51st Pope of the See of St. Mark",,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,babah-05-01,"The Martyrdom of St. Paul, Patriarch of Constantinople",,Annual / fixed or ordinary cycle,Liturgy,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,the Eucharistic gathering of the Church,,14
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,babah-05-01,"The Martyrdom of St. Paul, Patriarch of Constantinople",,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,babah-09-01,"The Departure of St. Eumenius, the Seventh Pope of the See of St. Mark",,Annual / fixed or ordinary cycle,Liturgy,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,the Eucharistic gathering of the Church,,15
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,babah-09-01,"The Departure of St. Eumenius, the Seventh Pope of the See of St. Mark",,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,babah-11-01,"The Departure of St. James, Patriarch of Antioch",,Annual / fixed or ordinary cycle,Matins,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,14
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,babah-11-01,"The Departure of St. James, Patriarch of Antioch",,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,babah-17-01,The Departure of St. Dioscorus II 31st Pope of Alexandria,,Annual / fixed or ordinary cycle,Matins,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,13
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,babah-17-01,The Departure of St. Dioscorus II 31st Pope of Alexandria,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,baramhat-22-01,"The Departure of St. Kyrellos (Cyril), Bishop of Jerusalem",,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,barmuda-12,Barmuda 12,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,barmuda-3,Barmuda 3,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,bashans-07-01,The Departure of St. Athanasius the Apostolic the 20th. Pope of Alexandria,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,bashans-12-01,The Commemoration of the Consecration of the church of St. Demiana,,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,bashans-28-01,The commemoration of the Relocation of the Body of St. Epiphanius,,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,bashans-30-01,"The Departure of Pope Mikhail the First, the 68th. Patriarch of Alexandria",,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,bashons-28,Bashons 28,,Annual / fixed or ordinary cycle,Liturgy,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,the Eucharistic gathering of the Church,,6
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,bashons-30,Bashons 30,,Annual / fixed or ordinary cycle,Matins,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,5
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,baunah-28-01,"The Departure of St. Theodosius, 33rd Pope of Alexandria",,Annual / fixed or ordinary cycle,Matins,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,14
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,baunah-28-01,"The Departure of St. Theodosius, 33rd Pope of Alexandria",,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,hator-1,Hator 1,,Annual / fixed or ordinary cycle,Matins,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,13
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,hator-13,Hator 13,,Annual / fixed or ordinary cycle,Matins,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,13
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,hator-17,Hator 17,,Annual / fixed or ordinary cycle,Liturgy,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,the Eucharistic gathering of the Church,,14
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,hator-21,Hator 21,,Annual / fixed or ordinary cycle,Liturgy,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,the Eucharistic gathering of the Church,,15
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,hator-30,Hator 30,,Annual / fixed or ordinary cycle,Matins,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,14
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,hator-6,Hator 6,,Annual / fixed or ordinary cycle,Liturgy,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,the Eucharistic gathering of the Church,,13
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,hatur-01-01,"The Martyrdom of the Saints Maximus, Numitius, Victor (Boctor), and Philip (Philopus)",,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,hatur-06-01,"The Departure of St. Felix, Pope of Rome",,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,hatur-13-01,"The Departure of St. Timothy, Bishop of Ansena (Antinoe)",,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,hatur-17-01,The Departure of Saint John Chrysostom,foundational-18-hatur-17,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,explicit,high,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,hatur-21-01,"The Commemoration of the Virgin St. Mary, the Theotokos",,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,hatur-30-01,"The Departure of St. Acacius, Patriarch of Constantinople",,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,kiak-15,Kiak 15,,Annual / fixed or ordinary cycle,Liturgy,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,the Eucharistic gathering of the Church,,14
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,kiak-6,Kiak 6,,Annual / fixed or ordinary cycle,Matins,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,13
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,kiyahk-01-01,"The Departure of St. Peter Elrahawy, Bishop of Gaza",,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,kiyahk-06-01,"The Departure of St. Abraam (Abraham), Ebn-Zaraa, 62nd Pope of Alexandria",,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,kiyahk-15-01,"The Departure of St. Gregory, Patriarch of the Armenians",,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,mesra-14-01,"The Commemoration of the Great Sign, the Lord had Manifested During the Papacy of St. Theophilus",,Annual / fixed or ordinary cycle,Liturgy,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,the Eucharistic gathering of the Church,,13
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,mesra-14-01,"The Commemoration of the Great Sign, the Lord had Manifested During the Papacy of St. Theophilus",,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,mesra-18-01,"The Departure of St. Alexander, Patriarch of Constantinople",,Annual / fixed or ordinary cycle,Matins,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,14
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,mesra-18-01,"The Departure of St. Alexander, Patriarch of Constantinople",,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,toba-2,Toba 2,,Annual / fixed or ordinary cycle,Matins,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,13
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,toba-7,Toba 7,,Annual / fixed or ordinary cycle,Liturgy,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,the Eucharistic gathering of the Church,,13
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,toba-8,Toba 8,,Annual / fixed or ordinary cycle,Matins,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,14
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,tubah-02-01,"The Departure of St. Theonas, 16th Pope of Alexandria",,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,tubah-07-01,"The Departure of St. Silvester, Pope of Rome",,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,tubah-08-01,The Consecration of St. Macarius' Church,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,tut-03-01,A Council held in the city of Alexandria,,Annual / fixed or ordinary cycle,Matins,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,13
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,tut-03-01,A Council held in the city of Alexandria,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,tut-07-01,"The Martyrdom of Sts. Agathon, Peter, John, Amun and Amuna and Their Mother, Rebecca",,Annual / fixed or ordinary cycle,Matins,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,14
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,tut-07-01,"The Martyrdom of Sts. Agathon, Peter, John, Amun and Amuna and Their Mother, Rebecca",,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,tut-13-01,"The Departure of Pope Mattheos II, 90th Patriarch of the See of St. Mark",,Annual / fixed or ordinary cycle,Liturgy,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,the Eucharistic gathering of the Church,,14
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,tut-13-01,"The Departure of Pope Mattheos II, 90th Patriarch of the See of St. Mark",,Annual / fixed or ordinary cycle,liturgy_psalm,,liturgy_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-73-lxx-72-until-i-entered-the-sanctuary-of-god,Old Testament,Psalms,73,Psalm 73,Ps 73:24 (LXX Ps 72:24),rid_59a4739e08bb44f1596a,tut-30-01,The Commemoration of the Miracle that God Performed for St. Athanasius the Apostolic,,Annual / fixed or ordinary cycle,Liturgy,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,the Eucharistic gathering of the Church,,14
